Security,LUACTRUU Index,
Start Date,1/31/1973 0:00,
End Date,7/24/2025 0:00,
Period,D,
,,
Date,PX_LAST,VOLATILITY_30D
3/12/1996,800.54,8.66
3/11/1996,801.99,8.75
3/8/1996,796.57,8.52
3/7/1996,812.52,6.28
3/6/1996,813.33,6.36
3/5/1996,816.74,6.27
3/4/1996,819.49,6.26
3/1/1996,816.01,6.32
2/29/1996,809.84,6.12
2/27/1996,811.14,6.12
2/26/1996,813.13,6.1
2/23/1996,813.88,6.37
2/22/1996,816.87,6.28
2/21/1996,814.29,6.2
2/20/1996,813.71,6.21
2/16/1996,823.59,5.15
2/15/1996,826.66,5.04
2/13/1996,831.64,4.68
2/12/1996,830.64,4.68
2/9/1996,827.24,4.57
2/8/1996,826.91,4.61
2/7/1996,826.82,4.63
2/6/1996,826.82,4.72
2/5/1996,825.83,4.72
2/2/1996,826.08,4.72
2/1/1996,828.32,4.9
1/31/1996,829.55,5.24
1/30/1996,827.54,5.22
1/26/1996,826.05,5.21
1/25/1996,822.59,5.09
1/24/1996,826.96,4.79
1/23/1996,824.24,4.74
1/22/1996,825.97,4.68
1/19/1996,829.27,4.57
1/18/1996,828.94,4.57
1/17/1996,827.21,4.59
1/16/1996,823,4.66
1/12/1996,818.39,4.44
1/11/1996,817.31,4.72
1/10/1996,816.16,4.74
1/9/1996,821.27,4.27
1/8/1996,821.52,4.28
1/5/1996,821.02,4.31
1/4/1996,822.59,4.23
1/3/1996,825.39,4.1
1/2/1996,824.16,4.12
12/29/1995,824.23,4.1
12/28/1995,822.88,4.19
12/27/1995,821.09,4.29
12/26/1995,819.39,4.29
12/22/1995,817.77,4.34
12/21/1995,814.93,4.36
12/20/1995,815.01,4.44
12/19/1995,815.01,4.57
12/18/1995,810.06,4.3
12/15/1995,814.77,3.86
12/14/1995,814.93,3.88
12/13/1995,815.01,3.95
12/12/1995,815.66,3.99
12/11/1995,816.15,4.05
12/8/1995,814.36,4.02
12/7/1995,814.36,4.02
12/6/1995,816.39,4.05
12/5/1995,816.55,4.04
12/4/1995,817.93,4.05
12/1/1995,813.23,3.81
11/30/1995,810.87,3.95
11/29/1995,806.23,3.62
11/28/1995,804.56,3.63
11/27/1995,804.8,3.63
11/24/1995,802.97,3.59
11/22/1995,800.98,3.83
11/21/1995,800.98,3.86
11/20/1995,802.33,3.81
11/17/1995,802.57,3.81
11/16/1995,801.54,3.8
11/15/1995,798.51,3.66
11/14/1995,800.42,3.61
11/13/1995,800.66,3.64
11/10/1995,798.11,3.55
11/9/1995,799.94,3.94
11/8/1995,801.77,3.82
11/7/1995,798.35,3.69
11/6/1995,799.63,3.65
11/3/1995,800.18,3.62
11/2/1995,800.82,3.65
11/1/1995,798.27,4.15
10/31/1995,795.64,4.1
10/30/1995,797.05,4.08
10/27/1995,796.34,4.23
10/26/1995,795.09,4.3
10/25/1995,797.36,4.45
10/24/1995,796.73,4.51
10/23/1995,793.75,4.57
10/20/1995,794.46,4.54
10/19/1995,797.13,4.4
10/18/1995,796.26,4.47
10/17/1995,797.44,4.43
10/16/1995,796.58,4.52
10/13/1995,797.05,4.56
10/12/1995,792.89,4.4
10/11/1995,791.31,4.4
10/10/1995,791.39,4.44
10/6/1995,791.08,4.45
10/5/1995,790.61,4.92
10/4/1995,789.82,5.11
10/3/1995,787.86,5.15
10/2/1995,786.05,5.2
9/29/1995,785.42,5.24
9/28/1995,779.88,4.9
9/27/1995,779.56,4.94
9/26/1995,779.56,4.95
9/25/1995,780.26,5.01
9/22/1995,779.88,5.01
9/21/1995,780.96,5.39
9/20/1995,785.85,5.03
9/19/1995,783.99,5.1
9/18/1995,782.2,5.08
9/15/1995,784.69,4.93
9/14/1995,786.55,4.83
9/13/1995,782.2,4.88
9/12/1995,783.52,4.9
9/11/1995,779.95,4.94
9/8/1995,779.33,5.06
9/7/1995,780.03,5.17
9/6/1995,781.51,5.17
9/5/1995,781.66,5.28
9/1/1995,778.79,5.23
8/31/1995,776.22,5.27
8/30/1995,774,5.53
8/29/1995,772.55,5.51
8/28/1995,773.69,6.17
8/25/1995,772.32,6.23
8/24/1995,766.28,5.87
8/23/1995,761.93,5.59
8/22/1995,762.84,5.59
8/21/1995,764.14,5.61
8/18/1995,761.7,5.59
8/17/1995,761.47,5.6
8/16/1995,762.38,5.6
8/15/1995,760.7,6.27
8/14/1995,757.57,6.15
8/11/1995,756.5,6.13
8/10/1995,761.01,6.01
8/9/1995,762.92,6.57
8/8/1995,764.45,6.63
8/7/1995,763.99,6.64
8/4/1995,762.77,6.64
8/3/1995,761.16,6.61
8/2/1995,764.37,6.78
8/1/1995,761.39,6.69
7/31/1995,763.91,6.63
7/28/1995,760.55,6.69
7/27/1995,762.93,6.64
7/26/1995,760.24,6.61
7/25/1995,762.39,6.57
7/24/1995,760.55,7.69
7/21/1995,757.48,7.6
7/20/1995,761.39,8.01
7/19/1995,760.86,8.03
7/18/1995,767.69,7.67
7/17/1995,769.99,7.62
7/14/1995,773.21,7.52
7/13/1995,774.9,7.68
7/12/1995,774.82,7.85
7/11/1995,773.83,7.92
7/10/1995,776.9,7.95
7/7/1995,776.13,7.96
7/6/1995,776.28,7.96
7/5/1995,769.22,7.83
7/3/1995,767.92,7.87
6/30/1995,767.3,7.88
6/29/1995,764.56,7.83
6/28/1995,771.71,7.32
6/27/1995,769.36,7.29
6/26/1995,770.72,7.31
6/23/1995,772.4,7.28
6/22/1995,773.92,7.23
6/21/1995,769.36,7.14
6/20/1995,768.14,7.22
6/19/1995,769.36,7.31
6/16/1995,765.32,7.21
6/15/1995,766.16,7.67
6/14/1995,768.9,7.66
6/13/1995,769.05,7.71
6/12/1995,758.93,6.87
6/9/1995,757.95,6.9
6/8/1995,765.4,5.96
6/7/1995,767.15,5.9
6/6/1995,770.42,5.62
6/5/1995,770.57,5.62
6/2/1995,769.51,5.62
6/1/1995,764.94,5.5
5/31/1995,760.45,5.35
5/30/1995,762.76,5.17
5/26/1995,758.33,5.02
5/25/1995,758.33,5.06
5/24/1995,756.74,5.1
5/23/1995,750.93,4.74
5/22/1995,748.31,4.7
5/19/1995,748.53,4.68
5/18/1995,748.24,4.73
5/17/1995,750.85,4.49
5/16/1995,750.13,4.5
5/15/1995,746.93,4.42
5/12/1995,744.1,4.47
5/11/1995,744.39,4.49
5/10/1995,745.62,4.5
5/9/1995,747.58,4.33
5/8/1995,743.44,4.6
5/5/1995,743.66,4.62
5/4/1995,736.18,4.07
5/3/1995,731.39,3.73
5/2/1995,727.54,3.54
5/1/1995,725.87,3.58
4/28/1995,726.22,3.58
4/27/1995,725.67,3.68
4/26/1995,726.6,3.65
4/25/1995,726.53,3.65
4/24/1995,726.74,4.01
4/21/1995,725.96,4.05
4/20/1995,725.46,4.11
4/19/1995,724.1,4.21
4/18/1995,723.81,4.28
4/17/1995,723.31,4.36
4/13/1995,724.03,4.39
4/12/1995,721.39,4.44
4/11/1995,720.46,4.59
4/10/1995,719.31,4.58
4/7/1995,719.1,4.63
4/6/1995,719.81,4.76
4/5/1995,718.39,4.75
4/4/1995,718.24,4.77
4/3/1995,717.46,5.05
3/31/1995,714.17,4.93
3/30/1995,714.91,4.93
3/29/1995,716.18,4.88
3/28/1995,715.41,5.07
3/27/1995,719.23,4.8
3/24/1995,716.89,4.77
3/23/1995,712.29,4.6
3/22/1995,712.64,4.71
3/21/1995,713.63,4.67
3/20/1995,714.98,4.59
3/17/1995,715.41,4.65
3/16/1995,717.11,5.47
3/15/1995,716.18,5.53
3/14/1995,715.83,5.61
3/13/1995,711.44,5.42
3/10/1995,709.67,5.42
3/9/1995,707.4,5.69
3/8/1995,704.56,5.63
3/7/1995,701.94,5.65
3/6/1995,703.15,5.63
3/3/1995,704.28,5.57
3/2/1995,706.19,5.68
3/1/1995,708.46,5.59
2/28/1995,708.39,5.6
2/27/1995,706.38,5.58
2/24/1995,703.08,5.76
2/23/1995,702.18,5.81
2/22/1995,702.67,5.78
2/21/1995,698.26,5.59
2/17/1995,698.4,5.62
2/16/1995,699.15,5.58
2/15/1995,697.71,5.75
2/14/1995,693.85,5.7
2/13/1995,690.41,5.63
2/10/1995,689.58,5.66
2/9/1995,691.03,5.62
2/8/1995,692.82,5.64
2/7/1995,693.02,5.8
2/6/1995,692.89,5.79
2/3/1995,694.26,5.81
2/2/1995,686.41,4.83
2/1/1995,687.31,4.8
1/31/1995,688.54,4.74
1/30/1995,686.92,4.73
1/27/1995,686.99,4.73
1/26/1995,682.07,4.3
1/25/1995,680.38,4.28
1/24/1995,677.55,4.27
1/23/1995,678.36,4.28
1/20/1995,677.95,4.28
1/19/1995,680.79,4.27
1/18/1995,682,4.62
1/17/1995,682.13,4.68
1/13/1995,681.59,4.98
1/12/1995,676.81,4.61
1/11/1995,677.62,4.6
1/10/1995,676.06,4.73
1/9/1995,674.24,4.81
1/6/1995,674.99,4.8
1/5/1995,673.84,5.58
1/4/1995,676.2,5.46
1/3/1995,672.96,5.31
12/30/1994,674.24,5.26
12/29/1994,674.94,5.33
12/28/1994,675.61,5.44
12/27/1994,677.61,5.35
12/23/1994,673.93,5.21
12/22/1994,673.47,5.28
12/21/1994,675,5.27
12/20/1994,674.34,5.3
12/19/1994,674.34,5.3
12/16/1994,673.4,5.43
12/15/1994,673.6,5.44
12/14/1994,673.87,5.48
12/13/1994,672.6,5.72
12/12/1994,671.26,5.7
12/9/1994,673.53,5.75
12/8/1994,672.26,5.73
12/7/1994,672.26,5.73
12/6/1994,675,5.58
12/5/1994,670.52,5.29
12/2/1994,671.86,5.25
12/1/1994,667.71,5.26
11/30/1994,668.71,5.28
11/29/1994,667.67,5.26
11/28/1994,670.15,5.15
11/25/1994,672.56,5.06
11/23/1994,671.96,5.14
11/22/1994,665.46,4.2
11/21/1994,664.12,4.31
11/18/1994,664.12,4.49
11/17/1994,663.85,4.48
11/16/1994,665.66,4.53
11/15/1994,667.94,4.43
11/14/1994,666.73,4.43
11/10/1994,664.52,4.3
11/9/1994,666.13,4.33
11/8/1994,664.12,4.29
11/7/1994,662.45,4.23
11/4/1994,662.18,4.22
11/3/1994,664.52,4.12
11/2/1994,664.99,4.14
11/1/1994,666.2,4.14
10/31/1994,669.81,3.87
10/28/1994,669.27,3.94
10/27/1994,666.19,4.42
10/26/1994,665.92,4.53
10/25/1994,665.92,4.59
10/24/1994,666.59,4.62
10/21/1994,668.07,4.59
10/20/1994,667.39,5.13
10/19/1994,671.56,4.83
10/18/1994,673.1,4.81
10/17/1994,673.71,4.83
10/14/1994,673.57,4.84
10/13/1994,672.77,4.82
10/12/1994,670.62,4.74
10/11/1994,671.76,4.82
10/7/1994,669.34,4.66
10/6/1994,666.72,4.62
10/5/1994,666.79,4.76
10/4/1994,669.07,4.95
10/3/1994,669.88,5
9/30/1994,671.35,5.02
9/29/1994,671.03,5.02
9/28/1994,673.15,5.36
9/27/1994,671.58,5.36
9/26/1994,673.09,5.74
9/23/1994,672.88,5.74
9/22/1994,673.22,5.89
9/21/1994,672.54,5.96
9/20/1994,673.7,5.95
9/19/1994,674.86,5.97
9/16/1994,673.15,5.92
9/15/1994,679.04,6.04
9/14/1994,677.19,5.97
9/13/1994,675.89,5.94
9/12/1994,674.93,5.94
9/9/1994,675,5.94
9/8/1994,680.54,6.67
9/7/1994,680.41,6.73
9/6/1994,681.57,6.8
9/2/1994,682.87,6.77
9/1/1994,684.1,6.76
8/31/1994,684.1,6.77
8/30/1994,682.79,6.77
8/29/1994,681.01,6.96
8/26/1994,680.8,7.02
8/25/1994,678.48,7.04
8/24/1994,681.56,6.88
8/23/1994,678.41,7.35
8/22/1994,676.98,7.34
8/19/1994,678.69,7.31
8/18/1994,678.34,7.35
8/17/1994,683.27,7.3
8/16/1994,681.69,7.28
8/15/1994,677.18,7.04
8/12/1994,676.98,7.06
8/11/1994,674.18,6.98
8/10/1994,676.5,7.16
8/9/1994,676.16,7.17
8/8/1994,677.8,7.29
8/5/1994,677.18,7.37
8/4/1994,683.68,7.07
8/3/1994,684.22,7.06
8/2/1994,683.61,7.23
8/1/1994,682.65,7.3
7/29/1994,683.33,7.3
7/28/1994,674.64,6.33
7/27/1994,672.5,6.28
7/26/1994,674.84,6.36
7/25/1994,675.24,6.5
7/22/1994,673.7,6.48
7/21/1994,674.24,6.53
7/20/1994,674.9,6.52
7/19/1994,678.63,6.31
7/18/1994,676.37,6.26
7/15/1994,673.9,6.33
7/14/1994,673.24,6.59
7/13/1994,666.57,5.9
7/12/1994,665.97,5.99
7/11/1994,663.97,5.94
7/8/1994,665.17,5.94
7/7/1994,669.64,5.61
7/6/1994,668.77,5.62
7/5/1994,668.77,5.66
7/1/1994,667.24,6.15
6/30/1994,666.5,6.23
6/29/1994,670.62,6.11
6/28/1994,669.75,6.16
6/27/1994,673.02,6.58
6/24/1994,670.48,6.56
6/23/1994,675.09,6.18
6/22/1994,674.22,6.2
6/21/1994,670.35,6.31
6/20/1994,672.22,6.78
6/17/1994,672.62,7.1
6/16/1994,675.16,8.07
6/15/1994,674.09,8.07
6/14/1994,677.37,7.91
6/13/1994,674.42,7.85
6/10/1994,675.69,7.83
6/9/1994,677.5,7.81
6/8/1994,677.37,8.39
6/7/1994,678.03,8.39
6/6/1994,679.57,8.5
6/3/1994,676.43,8.4
6/2/1994,672.35,8.53
6/1/1994,670.42,8.52
5/31/1994,668.14,8.5
5/27/1994,669.61,8.8
5/26/1994,670.69,8.79
5/25/1994,669.81,8.79
5/24/1994,668.67,8.85
5/23/1994,667.2,8.91
5/20/1994,672.83,8.56
5/19/1994,675.45,8.57
5/18/1994,672.77,8.54
5/17/1994,670.82,8.52
5/16/1994,664.58,8.6
5/13/1994,662.37,10.29
5/12/1994,660.89,10.25
5/11/1994,659.28,10.22
5/10/1994,663.17,10.18
5/9/1994,657,9.68
5/6/1994,661.23,9.55
5/5/1994,669.75,9.09
5/4/1994,668.61,9.06
5/3/1994,668.81,9.32
5/2/1994,670.02,9.32
4/29/1994,670.61,9.42
4/28/1994,672.12,9.41
4/26/1994,678.83,9.13
4/25/1994,678.02,9.13
4/22/1994,674.49,8.95
4/21/1994,675.04,8.99
4/20/1994,669.82,8.71
4/19/1994,668.13,8.65
4/18/1994,666.3,8.57
4/15/1994,671.58,8.44
4/14/1994,671.72,8.43
4/13/1994,672.87,8.46
4/12/1994,675.58,8.41
4/11/1994,673,8.49
4/8/1994,671.78,8.48
4/7/1994,674.56,8.46
4/6/1994,672.53,8.42
4/5/1994,670.97,8.37
4/4/1994,664.2,7.66
3/31/1994,677.13,5.55
3/30/1994,677.9,5.67
3/29/1994,680.13,5.66
3/28/1994,683.48,5.73
3/25/1994,683.07,5.71
3/24/1994,683.83,5.77
3/23/1994,689.21,5.38
3/22/1994,689.07,5.42
3/21/1994,684.81,5
3/18/1994,686.14,4.99
3/17/1994,689.84,5.04
3/16/1994,690.05,5.05
3/15/1994,686.77,4.75
3/14/1994,688.17,4.81
3/11/1994,689,4.83
3/10/1994,687.75,4.94
3/9/1994,691.52,4.93
3/8/1994,691.31,4.95
3/7/1994,693.27,4.92
3/4/1994,690.96,4.74
3/3/1994,691.31,4.74
3/2/1994,693.48,4.82
3/1/1994,693.48,4.82
2/28/1994,698.57,4.48
2/25/1994,697.51,4.44
2/24/1994,696.79,4.7
2/23/1994,700.01,4.75
2/22/1994,702.73,4.63
2/18/1994,701.01,4.6
2/17/1994,704.52,5.14
2/16/1994,708.31,4.95
2/15/1994,708.46,4.97
2/14/1994,706.02,4.93
2/11/1994,706.6,5.13
2/10/1994,705.38,5.11
2/9/1994,705.81,5.27
2/8/1994,704.59,5.24
2/7/1994,706.45,5.18
2/4/1994,707.1,5.18
2/3/1994,711.32,4.84
2/2/1994,713.11,5.02
2/1/1994,712.61,5.04
1/31/1994,715.46,4.85
1/28/1994,715.39,4.86
1/27/1994,713.08,4.81
1/26/1994,710.76,4.74
1/25/1994,710.27,4.81
1/24/1994,711.46,4.83
1/21/1994,711.67,4.96
1/20/1994,712.16,4.96
1/19/1994,710.27,4.91
1/18/1994,710.34,4.91
1/14/1994,708.51,5.15
1/13/1994,708.37,5.15
1/12/1994,712.59,4.76
1/11/1994,709.78,4.65
1/10/1994,709.71,4.8
1/7/1994,708.37,4.79
1/6/1994,702.13,4.17
1/5/1994,699.6,4.05
1/4/1994,700.44,4.24
1/3/1994,698.69,4.24
12/31/1993,701.84,4.37
12/30/1993,702.08,4.47
12/29/1993,705.01,4.28
12/28/1993,705.5,4.29
12/27/1993,705.5,4.29
12/23/1993,705.01,4.34
12/22/1993,703.89,4.42
12/21/1993,699.84,4.15
12/20/1993,700.54,4.25
12/17/1993,700.96,4.35
12/16/1993,699.63,4.42
12/15/1993,699.63,4.42
12/14/1993,699.56,4.62
12/13/1993,701.1,4.81
12/10/1993,702.56,4.78
12/9/1993,704.94,4.7
12/8/1993,703.89,4.68
12/7/1993,703.75,4.71
12/6/1993,703.61,4.74
12/3/1993,699.42,4.45
12/2/1993,699.21,4.63
12/1/1993,698.66,4.65
11/30/1993,697.74,4.62
11/29/1993,700.06,4.68
11/26/1993,698.79,4.77
11/24/1993,696.17,4.74
11/23/1993,696.74,4.74
11/22/1993,693.56,4.47
11/19/1993,694.9,4.81
11/18/1993,698.86,4.54
11/17/1993,700.98,4.47
11/16/1993,700.84,4.47
11/15/1993,699.57,4.44
11/12/1993,699.49,4.63
11/10/1993,697.8,4.64
11/9/1993,699.78,4.68
11/8/1993,697.87,4.61
11/5/1993,695.47,4.9
11/4/1993,697.52,4.84
11/3/1993,699.64,4.78
11/2/1993,699.71,4.81
11/1/1993,702.82,4.68
10/29/1993,706.41,4.43
10/28/1993,706.96,4.44
10/27/1993,706.18,4.43
10/26/1993,706.75,4.6
10/25/1993,705.48,4.92
10/22/1993,706.82,4.93
10/21/1993,709.42,4.95
10/20/1993,712.86,5.12
10/19/1993,711.88,5.1
10/18/1993,711.67,5.24
10/15/1993,714.69,5.34
10/14/1993,712.37,5.34
10/13/1993,709.91,5.28
10/12/1993,710.12,5.29
10/8/1993,710.05,5.37
10/7/1993,706.32,5.33
10/6/1993,706.11,5.35
10/5/1993,705.83,5.41
10/4/1993,706.32,5.39
10/1/1993,705.76,5.4
9/30/1993,702.87,5.32
9/29/1993,705.07,5.2
9/28/1993,707.59,5.05
9/27/1993,706.68,5.08
9/24/1993,702.26,4.81
9/23/1993,701.98,4.81
9/22/1993,700.86,4.8
9/21/1993,699.74,4.79
9/20/1993,701.49,4.76
9/17/1993,702.68,4.7
9/16/1993,703.38,4.66
9/15/1993,702.96,4.69
9/14/1993,705.84,4.43
9/13/1993,710.19,3.85
9/10/1993,709.06,3.87
9/9/1993,706.19,3.97
9/8/1993,710.75,3.17
9/7/1993,710.61,3.17
9/3/1993,707.73,3.07
9/2/1993,703.45,2.92
8/31/1993,701.2,3.15
8/30/1993,701.78,3.44
8/27/1993,700.34,3.51
8/26/1993,702.05,3.37
8/25/1993,698.63,3.13
8/24/1993,697.33,3.11
8/23/1993,695.28,3.15
8/20/1993,695.07,3.17
8/19/1993,694.12,3.17
8/18/1993,692.47,3.13
8/17/1993,691.86,3.14
8/16/1993,692.27,3.13
8/13/1993,690.35,3.1
8/12/1993,688.98,3.09
8/11/1993,688.64,3.1
8/10/1993,687.96,3.1
8/9/1993,687.75,3.1
8/6/1993,685.42,3.06
8/5/1993,685.08,3.1
8/4/1993,684.4,3.13
8/3/1993,684.95,3.11
8/2/1993,683.99,3.1
7/30/1993,684.19,3.15
7/29/1993,684.17,3.18
7/28/1993,680.57,2.83
7/27/1993,679.69,2.82
7/26/1993,679.48,2.83
7/23/1993,678.26,2.8
7/22/1993,679.82,3.01
7/21/1993,682.07,2.76
7/20/1993,684.78,2.37
7/19/1993,686.07,2.33
7/16/1993,685.53,2.36
7/15/1993,685.19,2.86
7/14/1993,685.19,2.86
7/13/1993,682.88,2.76
7/12/1993,683.36,3.12
7/9/1993,682.34,3.21
7/8/1993,681.52,3.21
7/7/1993,680.43,3.26
7/6/1993,680.37,3.27
7/2/1993,681.18,3.2
7/1/1993,679.89,3.42
6/30/1993,679.27,3.42
6/29/1993,679.56,3.42
6/28/1993,679.16,3.6
6/25/1993,677.17,3.6
6/24/1993,675.84,3.58
6/23/1993,674.45,3.78
6/22/1993,674.32,3.85
6/21/1993,674.25,3.86
6/18/1993,672.52,3.85
6/17/1993,673.19,3.88
6/16/1993,672.59,3.9
6/15/1993,672.33,3.9
6/14/1993,671.46,3.93
6/11/1993,671.07,4.19
6/10/1993,667.68,3.98
6/9/1993,667.62,4.01
6/8/1993,666.16,3.98
6/7/1993,667.15,4.13
6/4/1993,665.63,4.1
6/3/1993,668.55,3.92
6/2/1993,667.35,3.89
6/1/1993,667.15,3.89
5/28/1993,663.17,3.44
5/27/1993,664.12,3.46
5/26/1993,663.85,3.47
5/25/1993,661.93,3.38
5/24/1993,662.13,3.44
5/21/1993,661.6,3.43
5/20/1993,663.66,3.45
5/19/1993,663.19,3.8
5/18/1993,661.67,3.75
5/17/1993,663.52,3.72
5/14/1993,664.58,3.71
5/13/1993,664.38,4.01
5/12/1993,666.9,3.81
5/11/1993,668.29,3.74
5/10/1993,668.56,3.74
5/7/1993,666.9,3.72
5/6/1993,668.09,4.06
5/5/1993,667.1,4.06
5/4/1993,667.23,4.12
5/3/1993,665.84,4.13
4/30/1993,662.39,3.85
4/29/1993,663.38,3.83
4/28/1993,662,3.97
4/27/1993,662.26,3.98
4/26/1993,664.83,3.93
4/23/1993,665.68,4.14
4/22/1993,667,4.51
4/21/1993,666.4,4.51
4/20/1993,665.88,4.55
4/19/1993,666.14,4.58
4/16/1993,664.96,4.57
4/15/1993,665.62,4.69
4/14/1993,664.63,4.74
4/13/1993,663.31,4.82
4/12/1993,663.51,4.82
4/8/1993,661.28,4.91
4/7/1993,657.66,4.64
4/6/1993,657.4,4.65
4/5/1993,655.42,4.66
4/2/1993,653.91,5.15
4/1/1993,656.87,5.03
3/31/1993,657.33,5.02
3/30/1993,657.73,5.24
3/29/1993,656.88,5.28
3/26/1993,655.51,5.27
3/25/1993,658.98,4.99
3/24/1993,659.5,5.02
3/23/1993,660.81,5.13
3/22/1993,659.31,5.17
3/19/1993,658.78,5.23
3/18/1993,659.24,5.28
3/17/1993,656.49,5.22
3/16/1993,655.51,5.22
3/15/1993,652.69,5.22
3/12/1993,655.37,5.01
3/11/1993,659.24,4.59
3/10/1993,658.91,4.59
3/9/1993,660.03,4.51
3/8/1993,661.01,4.49
3/5/1993,659.9,4.59
3/4/1993,662.12,4.36
3/3/1993,660.29,4.34
3/2/1993,657.86,4.34
3/1/1993,658.06,4.31
2/26/1993,655.04,4.34
2/25/1993,654.82,4.35
2/24/1993,655.53,4.27
2/23/1993,657.58,4.09
2/22/1993,652.64,3.65
2/19/1993,650.59,3.61
2/18/1993,650.21,4.23
2/17/1993,646.56,4.04
2/16/1993,644.77,4.01
2/12/1993,643.93,4.28
2/11/1993,641.82,4.25
2/10/1993,639.64,4.18
2/9/1993,641.95,3.96
2/8/1993,642.97,3.92
2/5/1993,644,3.87
2/4/1993,641.56,3.81
2/3/1993,639.64,3.82
2/2/1993,639.26,3.85
2/1/1993,641.05,3.68
1/29/1993,640.34,3.7
1/28/1993,638.66,3.69
1/27/1993,637.4,3.68
1/26/1993,636.65,3.71
1/25/1993,637.47,3.72
1/22/1993,634.65,3.56
1/21/1993,633.46,3.56
1/20/1993,632.71,3.58
1/19/1993,633.27,3.67
1/15/1993,632.33,3.8
1/14/1993,629.14,3.58
1/13/1993,627.52,3.53
1/12/1993,626.64,3.53
1/11/1993,627.08,3.5
1/8/1993,626.01,3.71
1/7/1993,625.14,3.74
1/6/1993,628.89,3.18
1/5/1993,629.52,3.15
1/4/1993,629.46,3.2
12/31/1992,625.76,2.79
12/30/1992,626.29,2.91
12/29/1992,625.73,2.92
12/28/1992,624.81,3.04
12/24/1992,625.37,3.01
12/23/1992,625.67,3.39
12/22/1992,626.29,3.46
12/21/1992,624.38,3.42
12/18/1992,622.72,3.67
12/17/1992,622.11,3.67
12/16/1992,622.23,3.69
12/15/1992,620.69,3.64
12/14/1992,620.2,3.75
12/11/1992,620.57,4.05
12/10/1992,621.49,4.07
12/9/1992,621.62,4.06
12/8/1992,621.92,4.13
12/7/1992,620.76,4.11
12/4/1992,618.36,4.14
12/3/1992,615.78,4.01
12/2/1992,615.23,4.07
12/1/1992,614.98,4.59
11/30/1992,614.42,4.66
11/27/1992,614.12,4.7
11/25/1992,616.27,4.68
11/24/1992,617.07,4.68
11/23/1992,615.9,4.66
11/20/1992,616.08,4.89
11/19/1992,616.76,4.95
11/18/1992,617.31,5.26
11/17/1992,615.1,5.17
11/16/1992,614.18,5.16
11/13/1992,615.59,5.14
11/12/1992,615.35,5.53
11/10/1992,611.73,5.18
11/9/1992,609.4,4.98
11/6/1992,609.7,5.05
11/5/1992,612.22,5.2
11/4/1992,611.79,5.35
11/3/1992,612.28,5.38
11/2/1992,611.91,5.46
10/30/1992,613.44,5.43
10/29/1992,616.43,5.27
10/28/1992,614.99,5.21
10/27/1992,614.93,5.21
10/26/1992,613.06,5.2
10/23/1992,612.81,5.27
10/22/1992,615.06,5.21
10/21/1992,613.62,5.14
10/20/1992,612.12,5.05
10/19/1992,616.37,5.02
10/16/1992,618.24,5.4
10/15/1992,619.68,5.36
10/14/1992,621.68,5.28
10/13/1992,621.3,5.34
10/9/1992,620.37,5.33
10/8/1992,623.62,5.06
10/7/1992,622.24,5.04
10/6/1992,626.11,4.63
10/5/1992,628.3,4.52
10/2/1992,627.68,4.89
10/1/1992,628.43,4.99
9/30/1992,624.55,4.66
9/29/1992,625.96,4.59
9/28/1992,626.39,4.68
9/25/1992,625.15,4.68
9/24/1992,622.31,4.52
9/23/1992,619.97,4.59
9/22/1992,621.39,4.55
9/21/1992,623.8,4.41
9/18/1992,624.41,4.46
9/17/1992,624.04,4.62
9/16/1992,623.8,4.63
9/15/1992,624.04,4.63
9/14/1992,626.63,4.46
9/11/1992,625.22,4.44
9/10/1992,626.76,4.39
9/9/1992,626.51,4.61
9/8/1992,627.5,4.56
9/4/1992,624.17,4.45
9/3/1992,619.91,4.06
9/2/1992,619.72,4.09
9/1/1992,618.86,4.38
8/31/1992,617.06,4.37
8/28/1992,617.09,4.37
8/27/1992,616.6,4.37
8/26/1992,615.5,4.42
8/25/1992,614.21,4.4
8/24/1992,615.25,4.42
8/21/1992,618.68,3.99
8/20/1992,620.64,3.86
8/19/1992,620.21,3.88
8/18/1992,619.84,3.88
8/17/1992,617.64,3.81
8/14/1992,618.25,3.79
8/13/1992,617.09,3.8
8/12/1992,619.78,4.41
8/11/1992,620.33,4.36
8/10/1992,619.23,4.39
8/7/1992,617.46,4.37
8/6/1992,614.7,4.28
8/5/1992,615.01,4.3
8/4/1992,614.45,4.33
8/3/1992,612.49,4.38
7/31/1992,612.31,4.37
7/30/1992,613.33,4.39
7/29/1992,615.78,4.1
7/28/1992,615.24,4.1
7/27/1992,612.86,4.03
7/24/1992,611.31,4.01
7/23/1992,612.08,3.95
7/22/1992,608.56,3.7
7/21/1992,606.95,3.72
7/20/1992,606.83,3.79
7/17/1992,606.18,3.79
7/16/1992,607.37,3.69
7/15/1992,606.59,3.7
7/14/1992,604.68,3.65
7/13/1992,604.39,3.66
7/10/1992,605.22,3.81
7/9/1992,605.58,3.82
7/8/1992,605.46,3.83
7/7/1992,605.88,3.79
7/6/1992,604.92,4.2
7/2/1992,603.61,4.19
7/1/1992,597.53,3.59
6/30/1992,596.39,3.66
6/29/1992,596.55,3.82
6/26/1992,595.43,3.79
6/25/1992,595.78,3.98
6/24/1992,593.84,3.91
6/23/1992,592.02,3.83
6/22/1992,593.02,3.81
6/19/1992,592.49,3.82
6/18/1992,593.67,3.95
6/17/1992,592.55,4.01
