Security,LD20TRUU Index,
Start Date,12/31/1991 0:00,
End Date,5/21/2025 0:00,
Period,D,
,,
Date,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS
5/21/2025,240.99,240.99
5/20/2025,240.97,240.97
5/19/2025,240.94,240.94
5/16/2025,240.91,240.91
5/15/2025,240.83,240.83
5/14/2025,240.79,240.79
5/13/2025,240.76,240.76
5/12/2025,240.74,240.74
5/9/2025,240.73,240.73
5/8/2025,240.65,240.65
5/7/2025,240.63,240.63
5/6/2025,240.6,240.6
5/5/2025,240.57,240.57
5/2/2025,240.54,240.54
5/1/2025,240.48,240.48
4/30/2025,240.46,240.46
4/29/2025,240.43,240.43
4/28/2025,240.4,240.4
4/25/2025,240.37,240.37
4/24/2025,240.29,240.29
4/23/2025,240.25,240.25
4/22/2025,240.23,240.23
4/21/2025,240.2,240.2
4/18/2025,240.17,240.17
4/17/2025,240.17,240.17
4/16/2025,240.06,240.06
4/15/2025,240.03,240.03
4/14/2025,240,240
4/11/2025,239.97,239.97
4/10/2025,239.9,239.9
4/9/2025,239.86,239.86
4/8/2025,239.87,239.87
4/7/2025,239.84,239.84
4/4/2025,239.83,239.83
4/3/2025,239.72,239.72
4/2/2025,239.67,239.67
4/1/2025,239.65,239.65
3/31/2025,239.62,239.62
3/28/2025,239.59,239.59
3/27/2025,239.5,239.5
3/26/2025,239.48,239.48
3/25/2025,239.45,239.45
3/24/2025,239.42,239.42
3/21/2025,239.4,239.4
3/20/2025,239.32,239.32
3/19/2025,239.28,239.28
3/18/2025,239.25,239.25
3/17/2025,239.22,239.22
3/14/2025,239.2,239.2
3/13/2025,239.12,239.12
3/12/2025,239.09,239.09
3/11/2025,239.07,239.07
3/10/2025,239.04,239.04
3/7/2025,239.01,239.01
3/6/2025,238.93,238.93
3/5/2025,238.89,238.89
3/4/2025,238.87,238.87
3/3/2025,238.84,238.84
2/28/2025,238.8,238.8
2/27/2025,238.72,238.72
2/26/2025,238.69,238.69
2/25/2025,238.66,238.66
2/24/2025,238.63,238.63
2/21/2025,238.6,238.6
2/20/2025,238.51,238.51
2/19/2025,238.48,238.48
2/18/2025,238.45,238.45
2/17/2025,238.42,238.42
2/14/2025,238.42,238.42
2/13/2025,238.3,238.3
2/12/2025,238.27,238.27
2/11/2025,238.25,238.25
2/10/2025,238.22,238.22
2/7/2025,238.2,238.2
2/6/2025,238.13,238.13
2/5/2025,238.1,238.1
2/4/2025,238.07,238.07
2/3/2025,238.04,238.04
1/31/2025,238.02,238.02
1/30/2025,237.94,237.94
1/29/2025,237.91,237.91
1/28/2025,237.89,237.89
1/27/2025,237.86,237.86
1/24/2025,237.83,237.83
1/23/2025,237.74,237.74
1/22/2025,237.71,237.71
1/21/2025,237.68,237.68
1/20/2025,237.66,237.66
1/17/2025,237.66,237.66
1/16/2025,237.55,237.55
1/15/2025,237.52,237.52
1/14/2025,237.48,237.48
1/13/2025,237.45,237.45
1/10/2025,237.43,237.43
1/9/2025,237.36,237.36
1/8/2025,237.33,237.33
1/7/2025,237.3,237.3
1/6/2025,237.28,237.28
1/3/2025,237.25,237.25
1/2/2025,237.17,237.17
12/31/2024,237.15,237.15
12/30/2024,237.1,237.1
12/27/2024,237.07,237.07
12/26/2024,236.98,236.98
12/25/2024,236.95,236.95
12/24/2024,236.95,236.95
12/23/2024,236.89,236.89
12/20/2024,236.87,236.87
12/19/2024,236.78,236.78
12/18/2024,236.75,236.75
12/17/2024,236.72,236.72
12/16/2024,236.69,236.69
12/13/2024,236.66,236.66
12/12/2024,236.58,236.58
12/11/2024,236.54,236.54
12/10/2024,236.5,236.5
12/9/2024,236.47,236.47
12/6/2024,236.44,236.44
12/5/2024,236.34,236.34
12/4/2024,236.31,236.31
12/3/2024,236.27,236.27
12/2/2024,236.22,236.22
11/29/2024,236.18,236.18
11/28/2024,236.09,236.09
11/27/2024,236.09,236.09
11/26/2024,236.03,236.03
11/25/2024,236,236
11/22/2024,235.97,235.97
11/21/2024,235.88,235.88
11/20/2024,235.86,235.86
11/19/2024,235.83,235.83
11/18/2024,235.8,235.8
11/15/2024,235.78,235.78
11/14/2024,235.68,235.68
11/13/2024,235.67,235.67
11/12/2024,235.62,235.62
11/11/2024,235.6,235.6
11/8/2024,235.6,235.6
11/7/2024,235.49,235.49
11/6/2024,235.46,235.46
11/5/2024,235.44,235.44
11/4/2024,235.41,235.41
11/1/2024,235.37,235.37
10/31/2024,235.27,235.27
10/30/2024,235.24,235.24
10/29/2024,235.2,235.2
10/28/2024,235.17,235.17
10/25/2024,235.13,235.13
10/24/2024,235.05,235.05
10/23/2024,235.02,235.02
10/22/2024,234.99,234.99
10/21/2024,234.96,234.96
10/18/2024,234.95,234.95
10/17/2024,234.85,234.85
10/16/2024,234.83,234.83
10/15/2024,234.8,234.8
10/14/2024,234.78,234.78
10/11/2024,234.78,234.78
10/10/2024,234.66,234.66
10/9/2024,234.62,234.62
10/8/2024,234.6,234.6
10/7/2024,234.57,234.57
10/4/2024,234.55,234.55
10/3/2024,234.5,234.5
10/2/2024,234.48,234.48
10/1/2024,234.44,234.44
9/30/2024,234.41,234.41
9/27/2024,234.39,234.39
9/26/2024,234.3,234.3
9/25/2024,234.28,234.28
9/24/2024,234.26,234.26
9/23/2024,234.21,234.21
9/20/2024,234.17,234.17
9/19/2024,234.07,234.07
9/18/2024,234.02,234.02
9/17/2024,233.95,233.95
9/16/2024,233.91,233.91
9/13/2024,233.86,233.86
9/12/2024,233.74,233.74
9/11/2024,233.7,233.7
9/10/2024,233.68,233.68
9/9/2024,233.63,233.63
9/6/2024,233.6,233.6
9/5/2024,233.48,233.48
9/4/2024,233.44,233.44
9/3/2024,233.39,233.39
9/2/2024,233.35,233.35
8/30/2024,233.35,233.35
8/29/2024,233.22,233.22
8/28/2024,233.19,233.19
8/27/2024,233.16,233.16
8/26/2024,233.12,233.12
8/23/2024,233.1,233.1
8/22/2024,232.99,232.99
8/21/2024,232.97,232.97
8/20/2024,232.92,232.92
8/19/2024,232.87,232.87
8/16/2024,232.84,232.84
8/15/2024,232.73,232.73
8/14/2024,232.72,232.72
8/13/2024,232.69,232.69
8/12/2024,232.65,232.65
8/9/2024,232.61,232.61
8/8/2024,232.52,232.52
8/7/2024,232.49,232.49
8/6/2024,232.46,232.46
8/5/2024,232.45,232.45
8/2/2024,232.43,232.43
8/1/2024,232.26,232.26
7/31/2024,232.2,232.2
7/30/2024,232.16,232.16
7/29/2024,232.12,232.12
7/26/2024,232.09,232.09
7/25/2024,231.98,231.98
7/24/2024,231.95,231.95
7/23/2024,231.91,231.91
7/22/2024,231.88,231.88
7/19/2024,231.85,231.85
7/18/2024,231.75,231.75
7/17/2024,231.71,231.71
7/16/2024,231.68,231.68
7/15/2024,231.65,231.65
7/12/2024,231.61,231.61
7/11/2024,231.51,231.51
7/10/2024,231.45,231.45
7/9/2024,231.42,231.42
7/8/2024,231.39,231.39
7/5/2024,231.36,231.36
7/4/2024,231.25,231.25
7/3/2024,231.25,231.25
7/2/2024,231.18,231.18
7/1/2024,231.14,231.14
6/28/2024,231.11,231.11
6/27/2024,231.01,231.01
6/26/2024,230.98,230.98
6/25/2024,230.94,230.94
6/24/2024,230.91,230.91
6/21/2024,230.88,230.88
6/20/2024,230.78,230.78
6/19/2024,230.74,230.74
6/18/2024,230.74,230.74
6/17/2024,230.67,230.67
6/14/2024,230.64,230.64
6/13/2024,230.54,230.54
6/12/2024,230.5,230.5
6/11/2024,230.46,230.46
6/10/2024,230.43,230.43
6/7/2024,230.39,230.39
6/6/2024,230.3,230.3
6/5/2024,230.27,230.27
6/4/2024,230.23,230.23
6/3/2024,230.19,230.19
5/31/2024,230.16,230.16
5/30/2024,230.05,230.05
5/29/2024,230.02,230.02
5/28/2024,229.98,229.98
5/27/2024,229.95,229.95
5/24/2024,229.95,229.95
5/23/2024,229.82,229.82
5/22/2024,229.79,229.79
5/21/2024,229.76,229.76
5/20/2024,229.72,229.72
5/17/2024,229.69,229.69
5/16/2024,229.59,229.59
5/15/2024,229.56,229.56
5/14/2024,229.52,229.52
5/13/2024,229.49,229.49
5/10/2024,229.46,229.46
5/9/2024,229.36,229.36
5/8/2024,229.33,229.33
5/7/2024,229.29,229.29
5/6/2024,229.26,229.26
5/3/2024,229.23,229.23
5/2/2024,229.12,229.12
5/1/2024,229.08,229.08
4/30/2024,229.05,229.05
4/29/2024,229.02,229.02
4/26/2024,228.98,228.98
4/25/2024,228.88,228.88
4/24/2024,228.85,228.85
4/23/2024,228.82,228.82
4/22/2024,228.79,228.79
4/19/2024,228.75,228.75
4/18/2024,228.65,228.65
4/17/2024,228.63,228.63
4/16/2024,228.59,228.59
4/15/2024,228.56,228.56
4/12/2024,228.53,228.53
4/11/2024,228.43,228.43
4/10/2024,228.39,228.39
4/9/2024,228.39,228.39
4/8/2024,228.35,228.35
4/5/2024,228.32,228.32
4/4/2024,228.24,228.24
4/3/2024,228.2,228.2
4/2/2024,228.16,228.16
4/1/2024,228.12,228.12
3/29/2024,228.1,228.1
3/28/2024,228.1,228.1
3/27/2024,227.97,227.97
3/26/2024,227.93,227.93
3/25/2024,227.9,227.9
3/22/2024,227.87,227.87
3/21/2024,227.77,227.77
3/20/2024,227.73,227.73
3/19/2024,227.69,227.69
3/18/2024,227.66,227.66
3/15/2024,227.63,227.63
3/14/2024,227.53,227.53
3/13/2024,227.5,227.5
3/12/2024,227.47,227.47
3/11/2024,227.44,227.44
3/8/2024,227.41,227.41
3/7/2024,227.31,227.31
3/6/2024,227.28,227.28
3/5/2024,227.24,227.24
3/4/2024,227.2,227.2
3/1/2024,227.18,227.18
2/29/2024,227.07,227.07
2/28/2024,227.04,227.04
2/27/2024,227,227
2/26/2024,226.97,226.97
2/23/2024,226.94,226.94
2/22/2024,226.85,226.85
2/21/2024,226.82,226.82
2/20/2024,226.79,226.79
2/19/2024,226.75,226.75
2/16/2024,226.75,226.75
2/15/2024,226.63,226.63
2/14/2024,226.59,226.59
2/13/2024,226.55,226.55
2/12/2024,226.54,226.54
2/9/2024,226.52,226.52
2/8/2024,226.42,226.42
2/7/2024,226.39,226.39
2/6/2024,226.36,226.36
2/5/2024,226.32,226.32
2/2/2024,226.3,226.3
2/1/2024,226.23,226.23
1/31/2024,226.19,226.19
1/30/2024,226.15,226.15
1/29/2024,226.12,226.12
1/26/2024,226.09,226.09
1/25/2024,225.99,225.99
1/24/2024,225.95,225.95
1/23/2024,225.92,225.92
1/22/2024,225.89,225.89
1/19/2024,225.86,225.86
1/18/2024,225.77,225.77
1/17/2024,225.73,225.73
1/16/2024,225.71,225.71
1/15/2024,225.69,225.69
1/12/2024,225.69,225.69
1/11/2024,225.54,225.54
1/10/2024,225.5,225.5
1/9/2024,225.47,225.47
1/8/2024,225.44,225.44
1/5/2024,225.41,225.41
1/4/2024,225.31,225.31
1/3/2024,225.28,225.28
1/2/2024,225.25,225.25
12/29/2023,225.23,225.23
12/28/2023,225.1,225.1
12/27/2023,225.07,225.07
12/26/2023,225.04,225.04
12/25/2023,225,225
12/22/2023,225,225
12/21/2023,224.87,224.87
12/20/2023,224.84,224.84
12/19/2023,224.8,224.8
12/18/2023,224.76,224.76
12/15/2023,224.73,224.73
12/14/2023,224.64,224.64
12/13/2023,224.6,224.6
12/12/2023,224.54,224.54
12/11/2023,224.51,224.51
12/8/2023,224.48,224.48
12/7/2023,224.4,224.4
12/6/2023,224.36,224.36
12/5/2023,224.33,224.33
12/4/2023,224.29,224.29
12/1/2023,224.26,224.26
11/30/2023,224.15,224.15
11/29/2023,224.12,224.12
11/28/2023,224.08,224.08
11/27/2023,224.04,224.04
11/24/2023,224,224
11/23/2023,223.9,223.9
11/22/2023,223.9,223.9
11/21/2023,223.84,223.84
11/20/2023,223.81,223.81
11/17/2023,223.78,223.78
11/16/2023,223.68,223.68
11/15/2023,223.64,223.64
11/14/2023,223.61,223.61
11/13/2023,223.55,223.55
11/10/2023,223.52,223.52
11/9/2023,223.42,223.42
11/8/2023,223.39,223.39
11/7/2023,223.36,223.36
11/6/2023,223.33,223.33
11/3/2023,223.3,223.3
11/2/2023,223.18,223.18
11/1/2023,223.14,223.14
10/31/2023,223.1,223.1
10/30/2023,223.06,223.06
10/27/2023,223.03,223.03
10/26/2023,222.94,222.94
10/25/2023,222.9,222.9
10/24/2023,222.87,222.87
10/23/2023,222.83,222.83
10/20/2023,222.8,222.8
10/19/2023,222.7,222.7
10/18/2023,222.66,222.66
10/17/2023,222.62,222.62
10/16/2023,222.59,222.59
10/13/2023,222.56,222.56
10/12/2023,222.46,222.46
10/11/2023,222.43,222.43
10/10/2023,222.4,222.4
10/6/2023,222.25,222.25
10/5/2023,222.23,222.23
10/4/2023,222.2,222.2
10/3/2023,222.16,222.16
10/2/2023,222.13,222.13
9/29/2023,222.07,222.07
9/28/2023,222,222
9/27/2023,221.96,221.96
9/26/2023,221.94,221.94
9/25/2023,221.91,221.91
9/22/2023,221.81,221.81
9/21/2023,221.77,221.77
9/20/2023,221.74,221.74
9/19/2023,221.71,221.71
9/18/2023,221.68,221.68
9/15/2023,221.58,221.58
9/14/2023,221.55,221.55
9/13/2023,221.52,221.52
9/12/2023,221.48,221.48
9/11/2023,221.45,221.45
9/8/2023,221.35,221.35
9/7/2023,221.32,221.32
9/6/2023,221.29,221.29
9/5/2023,221.25,221.25
9/1/2023,221.13,221.13
8/31/2023,221.09,221.09
8/30/2023,221.06,221.06
8/29/2023,221.03,221.03
8/28/2023,220.99,220.99
8/25/2023,220.89,220.89
8/24/2023,220.87,220.87
8/23/2023,220.84,220.84
8/22/2023,220.81,220.81
8/21/2023,220.78,220.78
8/18/2023,220.68,220.68
8/17/2023,220.65,220.65
8/16/2023,220.62,220.62
8/15/2023,220.58,220.58
8/14/2023,220.55,220.55
8/11/2023,220.46,220.46
8/10/2023,220.43,220.43
8/9/2023,220.39,220.39
8/8/2023,220.36,220.36
8/7/2023,220.32,220.32
8/4/2023,220.23,220.23
8/3/2023,220.19,220.19
8/2/2023,220.16,220.16
8/1/2023,220.13,220.13
7/31/2023,220.09,220.09
7/28/2023,220,220
7/27/2023,219.96,219.96
7/26/2023,219.93,219.93
7/25/2023,219.9,219.9
7/24/2023,219.87,219.87
7/21/2023,219.78,219.78
7/20/2023,219.75,219.75
7/19/2023,219.72,219.72
7/18/2023,219.69,219.69
7/17/2023,219.66,219.66
7/14/2023,219.56,219.56
7/13/2023,219.54,219.54
7/12/2023,219.5,219.5
7/11/2023,219.47,219.47
7/10/2023,219.43,219.43
7/7/2023,219.34,219.34
7/6/2023,219.31,219.31
7/5/2023,219.29,219.29
7/3/2023,219.22,219.22
6/30/2023,219.13,219.13
6/29/2023,219.1,219.1
6/28/2023,219.08,219.08
6/27/2023,219.05,219.05
6/26/2023,219.03,219.03
6/23/2023,218.95,218.95
6/22/2023,218.92,218.92
6/21/2023,218.89,218.89
6/20/2023,218.87,218.87
6/16/2023,218.75,218.75
6/15/2023,218.72,218.72
6/14/2023,218.68,218.68
6/13/2023,218.65,218.65
6/12/2023,218.6,218.6
6/9/2023,218.51,218.51
6/8/2023,218.49,218.49
6/7/2023,218.45,218.45
6/6/2023,218.41,218.41
6/5/2023,218.36,218.36
6/2/2023,218.25,218.25
6/1/2023,218.25,218.25
5/31/2023,218.21,218.21
5/30/2023,218.17,218.17
5/26/2023,218.05,218.05
5/25/2023,218.01,218.01
5/24/2023,217.97,217.97
5/23/2023,217.97,217.97
5/22/2023,217.93,217.93
5/19/2023,217.86,217.86
5/18/2023,217.85,217.85
5/17/2023,217.85,217.85
5/16/2023,217.82,217.82
5/15/2023,217.81,217.81
5/12/2023,217.72,217.72
5/11/2023,217.71,217.71
5/10/2023,217.67,217.67
5/9/2023,217.61,217.61
5/8/2023,217.59,217.59
5/5/2023,217.51,217.51
5/4/2023,217.5,217.5
5/3/2023,217.47,217.47
5/2/2023,217.43,217.43
5/1/2023,217.43,217.43
4/28/2023,217.42,217.42
4/27/2023,217.34,217.34
4/26/2023,217.34,217.34
4/25/2023,217.32,217.32
4/24/2023,217.3,217.3
4/21/2023,217.21,217.21
4/20/2023,217.19,217.19
4/19/2023,217.14,217.14
4/18/2023,217.11,217.11
4/17/2023,217.07,217.07
4/14/2023,216.99,216.99
4/13/2023,217,217
4/12/2023,216.96,216.96
4/11/2023,216.92,216.92
4/10/2023,216.88,216.88
4/7/2023,216.81,216.81
4/6/2023,216.82,216.82
4/5/2023,216.81,216.81
4/4/2023,216.77,216.77
4/3/2023,216.72,216.72
3/31/2023,216.63,216.63
3/30/2023,216.62,216.62
3/29/2023,216.64,216.64
3/28/2023,216.63,216.63
3/27/2023,216.61,216.61
3/24/2023,216.56,216.56
3/23/2023,216.51,216.51
3/22/2023,216.45,216.45
3/21/2023,216.42,216.42
3/20/2023,216.41,216.41
3/17/2023,216.36,216.36
3/16/2023,216.26,216.26
3/15/2023,216.29,216.29
3/14/2023,216.17,216.17
3/13/2023,216.19,216.19
3/10/2023,215.95,215.95
3/9/2023,215.88,215.88
3/8/2023,215.84,215.84
3/7/2023,215.82,215.82
3/6/2023,215.85,215.85
3/3/2023,215.77,215.77
3/2/2023,215.75,215.75
3/1/2023,215.72,215.72
2/28/2023,215.69,215.69
2/27/2023,215.66,215.66
2/24/2023,215.58,215.58
2/23/2023,215.56,215.56
2/22/2023,215.52,215.52
2/21/2023,215.48,215.48
2/17/2023,215.38,215.38
2/16/2023,215.35,215.35
2/15/2023,215.33,215.33
2/14/2023,215.3,215.3
2/13/2023,215.28,215.28
2/10/2023,215.21,215.21
2/9/2023,215.19,215.19
2/8/2023,215.18,215.18
2/7/2023,215.16,215.16
2/6/2023,215.13,215.13
2/3/2023,215.06,215.06
2/2/2023,215.07,215.07
2/1/2023,215.03,215.03
1/31/2023,214.99,214.99
1/30/2023,214.96,214.96
1/27/2023,214.88,214.88
1/26/2023,214.86,214.86
1/25/2023,214.84,214.84
1/24/2023,214.81,214.81
1/23/2023,214.78,214.78
1/20/2023,214.7,214.7
1/19/2023,214.68,214.68
1/18/2023,214.66,214.66
1/17/2023,214.63,214.63
1/13/2023,214.52,214.52
1/12/2023,214.5,214.5
1/11/2023,214.44,214.44
1/10/2023,214.42,214.42
1/9/2023,214.42,214.42
1/6/2023,214.35,214.35
1/5/2023,214.33,214.33
1/4/2023,214.34,214.34
1/3/2023,214.32,214.32
12/30/2022,214.25,214.25
12/29/2022,214.23,214.23
12/28/2022,214.2,214.2
12/27/2022,214.17,214.17
12/23/2022,214.08,214.08
12/22/2022,214.06,214.06
12/21/2022,214.04,214.04
12/20/2022,214,214
12/19/2022,213.97,213.97
12/16/2022,213.9,213.9
12/15/2022,213.87,213.87
12/14/2022,213.85,213.85
12/13/2022,213.83,213.83
12/12/2022,213.78,213.78
12/9/2022,213.72,213.72
12/8/2022,213.71,213.71
12/7/2022,213.68,213.68
12/6/2022,213.63,213.63
12/5/2022,213.59,213.59
12/2/2022,213.53,213.53
12/1/2022,213.51,213.51
11/30/2022,213.46,213.46
11/29/2022,213.43,213.43
11/28/2022,213.41,213.41
11/25/2022,213.34,213.34
11/23/2022,213.29,213.29
11/22/2022,213.27,213.27
11/21/2022,213.24,213.24
11/18/2022,213.17,213.17
11/17/2022,213.17,213.17
11/16/2022,213.15,213.15
11/15/2022,213.13,213.13
11/14/2022,213.12,213.12
11/10/2022,213.03,213.03
11/9/2022,212.99,212.99
11/8/2022,212.96,212.96
11/7/2022,212.93,212.93
11/4/2022,212.86,212.86
11/3/2022,212.83,212.83
11/2/2022,212.82,212.82
11/1/2022,212.78,212.78
10/31/2022,212.76,212.76
10/28/2022,212.72,212.72
10/27/2022,212.72,212.72
10/26/2022,212.7,212.7
10/25/2022,212.68,212.68
10/24/2022,212.66,212.66
10/21/2022,212.61,212.61
10/20/2022,212.58,212.58
10/19/2022,212.57,212.57
10/18/2022,212.58,212.58
10/17/2022,212.59,212.59
10/14/2022,212.54,212.54
10/13/2022,212.54,212.54
10/12/2022,212.57,212.57
10/11/2022,212.56,212.56
10/7/2022,212.49,212.49
10/6/2022,212.49,212.49
10/5/2022,212.5,212.5
10/4/2022,212.48,212.48
10/3/2022,212.46,212.46
9/30/2022,212.4,212.4
9/29/2022,212.4,212.4
9/28/2022,212.38,212.38
9/27/2022,212.34,212.34
9/26/2022,212.32,212.32
9/23/2022,212.28,212.28
9/22/2022,212.27,212.27
9/21/2022,212.24,212.24
9/20/2022,212.24,212.24
9/19/2022,212.21,212.21
9/16/2022,212.17,212.17
9/15/2022,212.15,212.15
9/14/2022,212.13,212.13
9/13/2022,212.13,212.13
9/12/2022,212.19,212.19
9/9/2022,212.15,212.15
9/8/2022,212.16,212.16
9/7/2022,212.15,212.15
9/6/2022,212.13,212.13
9/2/2022,212.08,212.08
9/1/2022,212.06,212.06
8/31/2022,212.05,212.05
8/30/2022,212.03,212.03
8/29/2022,212.02,212.02
8/26/2022,211.99,211.99
8/25/2022,211.99,211.99
8/24/2022,211.98,211.98
8/23/2022,211.97,211.97
8/22/2022,211.95,211.95
8/19/2022,211.92,211.92
8/18/2022,211.92,211.92
8/17/2022,211.9,211.9
8/16/2022,211.89,211.89
8/15/2022,211.88,211.88
8/12/2022,211.83,211.83
8/11/2022,211.83,211.83
8/10/2022,211.81,211.81
8/9/2022,211.77,211.77
8/8/2022,211.76,211.76
8/5/2022,211.73,211.73
8/4/2022,211.76,211.76
8/3/2022,211.74,211.74
8/2/2022,211.72,211.72
8/1/2022,211.73,211.73
7/29/2022,211.71,211.71
7/28/2022,211.69,211.69
7/27/2022,211.64,211.64
7/26/2022,211.61,211.61
7/25/2022,211.61,211.61
7/22/2022,211.59,211.59
7/21/2022,211.56,211.56
7/20/2022,211.55,211.55
7/19/2022,211.53,211.53
7/18/2022,211.54,211.54
7/15/2022,211.52,211.52
7/14/2022,211.5,211.5
7/13/2022,211.49,211.49
7/12/2022,211.57,211.57
7/11/2022,211.57,211.57
7/8/2022,211.57,211.57
7/7/2022,211.58,211.58
7/6/2022,211.6,211.6
7/5/2022,211.6,211.6
7/1/2022,211.56,211.56
6/30/2022,211.55,211.55
6/29/2022,211.54,211.54
6/28/2022,211.53,211.53
6/27/2022,211.51,211.51
6/24/2022,211.49,211.49
6/23/2022,211.51,211.51
6/22/2022,211.52,211.52
6/21/2022,211.47,211.47
6/17/2022,211.44,211.44
6/16/2022,211.43,211.43
6/15/2022,211.38,211.38
6/14/2022,211.33,211.33
6/13/2022,211.4,211.4
6/10/2022,211.51,211.51
6/9/2022,211.57,211.57
6/8/2022,211.58,211.58
6/7/2022,211.59,211.59
6/6/2022,211.58,211.58
6/3/2022,211.59,211.59
6/2/2022,211.59,211.59
6/1/2022,211.59,211.59
5/31/2022,211.6,211.6
5/27/2022,211.59,211.59
5/26/2022,211.59,211.59
5/25/2022,211.58,211.58
5/24/2022,211.58,211.58
5/23/2022,211.57,211.57
5/20/2022,211.56,211.56
5/19/2022,211.55,211.55
5/18/2022,211.54,211.54
5/17/2022,211.52,211.52
5/16/2022,211.52,211.52
5/13/2022,211.51,211.51
5/12/2022,211.53,211.53
5/11/2022,211.53,211.53
5/10/2022,211.53,211.53
5/9/2022,211.53,211.53
5/6/2022,211.5,211.5
5/5/2022,211.5,211.5
5/4/2022,211.48,211.48
5/3/2022,211.46,211.46
5/2/2022,211.47,211.47
4/29/2022,211.46,211.46
4/28/2022,211.47,211.47
4/27/2022,211.46,211.46
4/26/2022,211.45,211.45
4/25/2022,211.44,211.44
4/22/2022,211.42,211.42
4/21/2022,211.43,211.43
4/20/2022,211.43,211.43
4/19/2022,211.42,211.42
4/18/2022,211.42,211.42
4/14/2022,211.41,211.41
4/13/2022,211.43,211.43
4/12/2022,211.42,211.42
4/11/2022,211.41,211.41
4/8/2022,211.4,211.4
4/7/2022,211.41,211.41
4/6/2022,211.4,211.4
4/5/2022,211.41,211.41
4/4/2022,211.42,211.42
4/1/2022,211.41,211.41
3/31/2022,211.43,211.43
3/30/2022,211.43,211.43
3/29/2022,211.42,211.42
3/28/2022,211.41,211.41
3/25/2022,211.41,211.41
3/24/2022,211.43,211.43
3/23/2022,211.43,211.43
3/22/2022,211.42,211.42
3/21/2022,211.41,211.41
3/18/2022,211.44,211.44
3/17/2022,211.44,211.44
3/16/2022,211.43,211.43
3/15/2022,211.42,211.42
3/14/2022,211.42,211.42
3/11/2022,211.43,211.43
3/10/2022,211.44,211.44
3/9/2022,211.44,211.44
3/8/2022,211.45,211.45
3/7/2022,211.46,211.46
3/4/2022,211.45,211.45
3/3/2022,211.44,211.44
3/2/2022,211.45,211.45
3/1/2022,211.48,211.48
2/28/2022,211.45,211.45
2/25/2022,211.43,211.43
2/24/2022,211.44,211.44
2/23/2022,211.42,211.42
2/22/2022,211.41,211.41
2/18/2022,211.42,211.42
2/17/2022,211.41,211.41
2/16/2022,211.4,211.4
2/15/2022,211.39,211.39
2/14/2022,211.37,211.37
2/11/2022,211.38,211.38
2/10/2022,211.35,211.35
2/9/2022,211.43,211.43
2/8/2022,211.43,211.43
2/7/2022,211.43,211.43
2/4/2022,211.42,211.42
2/3/2022,211.46,211.46
2/2/2022,211.46,211.46
2/1/2022,211.45,211.45
1/31/2022,211.44,211.44
1/28/2022,211.45,211.45
1/27/2022,211.45,211.45
1/26/2022,211.45,211.45
1/25/2022,211.46,211.46
1/24/2022,211.46,211.46
1/21/2022,211.46,211.46
1/20/2022,211.46,211.46
1/19/2022,211.46,211.46
1/18/2022,211.46,211.46
1/14/2022,211.47,211.47
1/13/2022,211.48,211.48
1/12/2022,211.48,211.48
1/11/2022,211.48,211.48
1/10/2022,211.48,211.48
1/7/2022,211.49,211.49
1/6/2022,211.49,211.49
1/5/2022,211.49,211.49
1/4/2022,211.5,211.5
1/3/2022,211.5,211.5
12/31/2021,211.5,211.5
12/30/2021,211.51,211.51
12/29/2021,211.5,211.5
12/28/2021,211.5,211.5
12/27/2021,211.5,211.5
12/23/2021,211.5,211.5
12/22/2021,211.5,211.5
12/21/2021,211.5,211.5
12/20/2021,211.5,211.5
12/17/2021,211.5,211.5
12/16/2021,211.51,211.51
12/15/2021,211.5,211.5
12/14/2021,211.5,211.5
12/13/2021,211.5,211.5
12/10/2021,211.5,211.5
12/9/2021,211.5,211.5
12/8/2021,211.49,211.49
12/7/2021,211.49,211.49
12/6/2021,211.5,211.5
12/3/2021,211.5,211.5
12/2/2021,211.5,211.5
12/1/2021,211.5,211.5
11/30/2021,211.5,211.5
11/29/2021,211.5,211.5
11/26/2021,211.5,211.5
11/24/2021,211.49,211.49
11/23/2021,211.5,211.5
11/22/2021,211.5,211.5
11/19/2021,211.5,211.5
11/18/2021,211.5,211.5
11/17/2021,211.5,211.5
11/16/2021,211.5,211.5
11/15/2021,211.5,211.5
11/12/2021,211.5,211.5
11/10/2021,211.5,211.5
11/9/2021,211.5,211.5
11/8/2021,211.5,211.5
11/5/2021,211.5,211.5
11/4/2021,211.5,211.5
11/3/2021,211.49,211.49
11/2/2021,211.49,211.49
11/1/2021,211.49,211.49
10/29/2021,211.49,211.49
10/28/2021,211.49,211.49
10/27/2021,211.49,211.49
10/26/2021,211.49,211.49
10/25/2021,211.49,211.49
10/22/2021,211.49,211.49
10/21/2021,211.49,211.49
10/20/2021,211.49,211.49
10/19/2021,211.49,211.49
10/18/2021,211.49,211.49
10/15/2021,211.49,211.49
10/14/2021,211.49,211.49
10/13/2021,211.49,211.49
10/12/2021,211.49,211.49
10/8/2021,211.49,211.49
10/7/2021,211.49,211.49
10/6/2021,211.49,211.49
10/5/2021,211.49,211.49
10/4/2021,211.49,211.49
10/1/2021,211.49,211.49
9/30/2021,211.49,211.49
9/29/2021,211.49,211.49
9/28/2021,211.49,211.49
9/27/2021,211.49,211.49
9/24/2021,211.49,211.49
9/23/2021,211.49,211.49
