Security,LD20TRUU Index,
Start Date,12/31/1991 0:00,
End Date,5/21/2025 0:00,
Period,D,
,,
Date,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS
5/22/2007,186.72,186.72
5/21/2007,186.71,186.71
5/18/2007,186.64,186.64
5/17/2007,186.64,186.64
5/16/2007,186.62,186.62
5/15/2007,186.58,186.58
5/14/2007,186.54,186.54
5/11/2007,186.46,186.46
5/10/2007,186.43,186.43
5/9/2007,186.4,186.4
5/8/2007,186.37,186.37
5/7/2007,186.34,186.34
5/4/2007,186.26,186.26
5/3/2007,186.24,186.24
5/2/2007,186.21,186.21
5/1/2007,186.19,186.19
4/30/2007,186.15,186.15
4/27/2007,186.06,186.06
4/26/2007,186.03,186.03
4/25/2007,186,186
4/24/2007,185.98,185.98
4/23/2007,185.95,185.95
4/20/2007,185.87,185.87
4/19/2007,185.85,185.85
4/18/2007,185.82,185.82
4/17/2007,185.79,185.79
4/16/2007,185.76,185.76
4/13/2007,185.68,185.68
4/12/2007,185.65,185.65
4/11/2007,185.63,185.63
4/10/2007,185.6,185.6
4/9/2007,185.57,185.57
4/5/2007,185.48,185.48
4/4/2007,185.44,185.44
4/3/2007,185.42,185.42
4/2/2007,185.39,185.39
3/30/2007,185.34,185.34
3/29/2007,185.29,185.29
3/28/2007,185.26,185.26
3/27/2007,185.23,185.23
3/26/2007,185.21,185.21
3/23/2007,185.13,185.13
3/22/2007,185.11,185.11
3/21/2007,185.09,185.09
3/20/2007,185.06,185.06
3/19/2007,185.03,185.03
3/16/2007,184.96,184.96
3/15/2007,184.93,184.93
3/14/2007,184.9,184.9
3/13/2007,184.87,184.87
3/12/2007,184.84,184.84
3/9/2007,184.76,184.76
3/8/2007,184.74,184.74
3/7/2007,184.71,184.71
3/6/2007,184.68,184.68
3/5/2007,184.66,184.66
3/2/2007,184.58,184.58
3/1/2007,184.55,184.55
2/28/2007,184.52,184.52
2/27/2007,184.49,184.49
2/26/2007,184.46,184.46
2/23/2007,184.38,184.38
2/22/2007,184.36,184.36
2/21/2007,184.33,184.33
2/20/2007,184.31,184.31
2/16/2007,184.2,184.2
2/15/2007,184.18,184.18
2/14/2007,184.15,184.15
2/13/2007,184.12,184.12
2/12/2007,184.1,184.1
2/9/2007,184.03,184.03
2/8/2007,184,184
2/7/2007,183.98,183.98
2/6/2007,183.96,183.96
2/5/2007,183.93,183.93
2/2/2007,183.86,183.86
2/1/2007,183.83,183.83
1/31/2007,183.81,183.81
1/30/2007,183.78,183.78
1/29/2007,183.76,183.76
1/26/2007,183.68,183.68
1/25/2007,183.65,183.65
1/24/2007,183.63,183.63
1/23/2007,183.6,183.6
1/22/2007,183.58,183.58
1/19/2007,183.5,183.5
1/18/2007,183.48,183.48
1/17/2007,183.46,183.46
1/16/2007,183.43,183.43
1/12/2007,183.33,183.33
1/11/2007,183.31,183.31
1/10/2007,183.29,183.29
1/9/2007,183.27,183.27
1/8/2007,183.25,183.25
1/5/2007,183.18,183.18
1/4/2007,183.16,183.16
1/3/2007,183.13,183.13
1/2/2007,183.11,183.11
12/29/2006,183.06,183.06
12/28/2006,182.99,182.99
12/27/2006,182.97,182.97
12/26/2006,182.94,182.94
12/22/2006,182.84,182.84
12/21/2006,182.82,182.82
12/20/2006,182.79,182.79
12/19/2006,182.77,182.77
12/18/2006,182.75,182.75
12/15/2006,182.68,182.68
12/14/2006,182.64,182.64
12/13/2006,182.62,182.62
12/12/2006,182.6,182.6
12/11/2006,182.57,182.57
12/8/2006,182.49,182.49
12/7/2006,182.47,182.47
12/6/2006,182.44,182.44
12/5/2006,182.42,182.42
12/4/2006,182.38,182.38
12/1/2006,182.3,182.3
11/30/2006,182.27,182.27
11/29/2006,182.24,182.24
11/28/2006,182.21,182.21
11/27/2006,182.19,182.19
11/24/2006,182.11,182.11
11/22/2006,182.06,182.06
11/21/2006,182.03,182.03
11/20/2006,182,182
11/17/2006,181.93,181.93
11/16/2006,181.9,181.9
11/15/2006,181.87,181.87
11/14/2006,181.85,181.85
11/13/2006,181.82,181.82
11/10/2006,181.74,181.74
11/9/2006,181.72,181.72
11/8/2006,181.69,181.69
11/7/2006,181.67,181.67
11/6/2006,181.64,181.64
11/3/2006,181.57,181.57
11/2/2006,181.56,181.56
11/1/2006,181.53,181.53
10/31/2006,181.5,181.5
10/30/2006,181.47,181.47
10/27/2006,181.4,181.4
10/26/2006,181.37,181.37
10/25/2006,181.34,181.34
10/24/2006,181.32,181.32
10/23/2006,181.3,181.3
10/20/2006,181.23,181.23
10/19/2006,181.21,181.21
10/18/2006,181.18,181.18
10/17/2006,181.16,181.16
10/16/2006,181.13,181.13
10/13/2006,181.07,181.07
10/12/2006,181.05,181.05
10/11/2006,181.03,181.03
10/10/2006,181.02,181.02
10/6/2006,180.93,180.93
10/5/2006,180.92,180.92
10/4/2006,180.9,180.9
10/3/2006,180.88,180.88
10/2/2006,180.86,180.86
9/29/2006,180.81,180.81
9/28/2006,180.78,180.78
9/27/2006,180.74,180.74
9/26/2006,180.71,180.71
9/25/2006,180.68,180.68
9/22/2006,180.61,180.61
9/21/2006,180.58,180.58
9/20/2006,180.55,180.55
9/19/2006,180.52,180.52
9/18/2006,180.5,180.5
9/15/2006,180.42,180.42
9/14/2006,180.39,180.39
9/13/2006,180.38,180.38
9/12/2006,180.35,180.35
9/11/2006,180.31,180.31
9/8/2006,180.24,180.24
9/7/2006,180.21,180.21
9/6/2006,180.18,180.18
9/5/2006,180.14,180.14
9/1/2006,180.03,180.03
8/31/2006,180.01,180.01
8/30/2006,179.98,179.98
8/29/2006,179.94,179.94
8/28/2006,179.92,179.92
8/25/2006,179.84,179.84
8/24/2006,179.82,179.82
8/23/2006,179.79,179.79
8/22/2006,179.77,179.77
8/21/2006,179.74,179.74
8/18/2006,179.67,179.67
8/17/2006,179.65,179.65
8/16/2006,179.63,179.63
8/15/2006,179.59,179.59
8/14/2006,179.56,179.56
8/11/2006,179.5,179.5
8/10/2006,179.48,179.48
8/9/2006,179.45,179.45
8/8/2006,179.42,179.42
8/7/2006,179.39,179.39
8/4/2006,179.33,179.33
8/3/2006,179.29,179.29
8/2/2006,179.27,179.27
8/1/2006,179.24,179.24
7/31/2006,179.22,179.22
7/28/2006,179.15,179.15
7/27/2006,179.12,179.12
7/26/2006,179.1,179.1
7/25/2006,179.07,179.07
7/24/2006,179.05,179.05
7/21/2006,178.98,178.98
7/20/2006,178.96,178.96
7/19/2006,178.92,178.92
7/18/2006,178.89,178.89
7/17/2006,178.87,178.87
7/14/2006,178.8,178.8
7/13/2006,178.78,178.78
7/12/2006,178.75,178.75
7/11/2006,178.73,178.73
7/10/2006,178.71,178.71
7/7/2006,178.64,178.64
7/6/2006,178.61,178.61
7/5/2006,178.59,178.59
7/3/2006,178.53,178.53
6/30/2006,178.46,178.46
6/29/2006,178.43,178.43
6/28/2006,178.4,178.4
6/27/2006,178.37,178.37
6/26/2006,178.36,178.36
6/23/2006,178.3,178.3
6/22/2006,178.29,178.29
6/21/2006,178.26,178.26
6/20/2006,178.24,178.24
6/19/2006,178.21,178.21
6/16/2006,178.14,178.14
6/15/2006,178.13,178.13
6/14/2006,178.1,178.1
6/13/2006,178.08,178.08
6/12/2006,178.05,178.05
6/9/2006,177.99,177.99
6/8/2006,177.97,177.97
6/7/2006,177.95,177.95
6/6/2006,177.92,177.92
6/5/2006,177.9,177.9
6/2/2006,177.84,177.84
6/1/2006,177.8,177.8
5/31/2006,177.78,177.78
5/30/2006,177.76,177.76
5/26/2006,177.66,177.66
5/25/2006,177.64,177.64
5/24/2006,177.62,177.62
5/23/2006,177.59,177.59
5/22/2006,177.58,177.58
5/19/2006,177.5,177.5
5/18/2006,177.48,177.48
5/17/2006,177.46,177.46
5/16/2006,177.44,177.44
5/15/2006,177.41,177.41
5/12/2006,177.34,177.34
5/11/2006,177.32,177.32
5/10/2006,177.28,177.28
5/9/2006,177.25,177.25
5/8/2006,177.24,177.24
5/5/2006,177.17,177.17
5/4/2006,177.15,177.15
5/3/2006,177.12,177.12
5/2/2006,177.11,177.11
5/1/2006,177.09,177.09
4/28/2006,177.07,177.07
4/27/2006,177,177
4/26/2006,176.97,176.97
4/25/2006,176.96,176.96
4/24/2006,176.94,176.94
4/21/2006,176.87,176.87
4/20/2006,176.86,176.86
4/19/2006,176.83,176.83
4/18/2006,176.81,176.81
4/17/2006,176.78,176.78
4/13/2006,176.69,176.69
4/12/2006,176.67,176.67
4/11/2006,176.65,176.65
4/10/2006,176.63,176.63
4/7/2006,176.56,176.56
4/6/2006,176.54,176.54
4/5/2006,176.53,176.53
4/4/2006,176.5,176.5
4/3/2006,176.48,176.48
3/31/2006,176.42,176.42
3/30/2006,176.4,176.4
3/29/2006,176.37,176.37
3/28/2006,176.35,176.35
3/27/2006,176.33,176.33
3/24/2006,176.26,176.26
3/23/2006,176.24,176.24
3/22/2006,176.21,176.21
3/21/2006,176.19,176.19
3/20/2006,176.18,176.18
3/17/2006,176.12,176.12
3/16/2006,176.1,176.1
3/15/2006,176.07,176.07
3/14/2006,176.06,176.06
3/13/2006,176.03,176.03
3/10/2006,175.97,175.97
3/9/2006,175.95,175.95
3/8/2006,175.93,175.93
3/7/2006,175.9,175.9
3/6/2006,175.88,175.88
3/3/2006,175.81,175.81
3/2/2006,175.79,175.79
3/1/2006,175.77,175.77
2/28/2006,175.74,175.74
2/27/2006,175.72,175.72
2/24/2006,175.66,175.66
2/23/2006,175.65,175.65
2/22/2006,175.63,175.63
2/21/2006,175.61,175.61
2/17/2006,175.52,175.52
2/16/2006,175.5,175.5
2/15/2006,175.48,175.48
2/14/2006,175.45,175.45
2/13/2006,175.44,175.44
2/10/2006,175.37,175.37
2/9/2006,175.36,175.36
2/8/2006,175.34,175.34
2/7/2006,175.32,175.32
2/6/2006,175.31,175.31
2/3/2006,175.24,175.24
2/2/2006,175.23,175.23
2/1/2006,175.21,175.21
1/31/2006,175.19,175.19
1/30/2006,175.17,175.17
1/27/2006,175.11,175.11
1/26/2006,175.09,175.09
1/25/2006,175.07,175.07
1/24/2006,175.06,175.06
1/23/2006,175.06,175.06
1/20/2006,175,175
1/19/2006,174.98,174.98
1/18/2006,174.95,174.95
1/17/2006,174.93,174.93
1/13/2006,174.84,174.84
1/12/2006,174.83,174.83
1/11/2006,174.81,174.81
1/10/2006,174.8,174.8
1/9/2006,174.8,174.8
1/6/2006,174.74,174.74
1/5/2006,174.73,174.73
1/4/2006,174.71,174.71
1/3/2006,174.69,174.69
12/30/2005,174.64,174.64
12/29/2005,174.64,174.64
12/28/2005,174.64,174.64
12/27/2005,174.62,174.62
12/23/2005,174.54,174.54
12/22/2005,174.52,174.52
12/21/2005,174.49,174.49
12/20/2005,174.47,174.47
12/19/2005,174.45,174.45
12/16/2005,174.4,174.4
12/15/2005,174.38,174.38
12/14/2005,174.37,174.37
12/13/2005,174.34,174.34
12/12/2005,174.32,174.32
12/9/2005,174.26,174.26
12/8/2005,174.24,174.24
12/7/2005,174.19,174.19
12/6/2005,174.17,174.17
12/5/2005,174.15,174.15
12/2/2005,174.1,174.1
12/1/2005,174.08,174.08
11/30/2005,174.07,174.07
11/29/2005,174.05,174.05
11/28/2005,174.03,174.03
11/25/2005,173.97,173.97
11/23/2005,173.94,173.94
11/22/2005,173.92,173.92
11/21/2005,173.89,173.89
11/18/2005,173.83,173.83
11/17/2005,173.81,173.81
11/16/2005,173.79,173.79
11/15/2005,173.77,173.77
11/14/2005,173.75,173.75
11/10/2005,173.68,173.68
11/9/2005,173.66,173.66
11/8/2005,173.65,173.65
11/7/2005,173.63,173.63
11/4/2005,173.57,173.57
11/3/2005,173.56,173.56
11/2/2005,173.55,173.55
11/1/2005,173.53,173.53
10/31/2005,173.51,173.51
10/28/2005,173.45,173.45
10/27/2005,173.45,173.45
10/26/2005,173.43,173.43
10/25/2005,173.41,173.41
10/24/2005,173.4,173.4
10/21/2005,173.35,173.35
10/20/2005,173.33,173.33
10/19/2005,173.31,173.31
10/18/2005,173.29,173.29
10/17/2005,173.28,173.28
10/14/2005,173.23,173.23
10/13/2005,173.22,173.22
10/12/2005,173.22,173.22
10/11/2005,173.2,173.2
10/7/2005,173.15,173.15
10/6/2005,173.14,173.14
10/5/2005,173.12,173.12
10/4/2005,173.1,173.1
10/3/2005,173.08,173.08
9/30/2005,173.05,173.05
9/29/2005,173.04,173.04
9/28/2005,173.03,173.03
9/27/2005,173.01,173.01
9/26/2005,172.99,172.99
9/23/2005,172.95,172.95
9/22/2005,172.93,172.93
9/21/2005,172.91,172.91
9/20/2005,172.86,172.86
9/19/2005,172.86,172.86
9/16/2005,172.81,172.81
9/15/2005,172.81,172.81
9/14/2005,172.79,172.79
9/13/2005,172.77,172.77
9/12/2005,172.75,172.75
9/9/2005,172.71,172.71
9/8/2005,172.69,172.69
9/7/2005,172.68,172.68
9/6/2005,172.66,172.66
9/2/2005,172.6,172.6
9/1/2005,172.59,172.59
8/31/2005,172.54,172.54
8/30/2005,172.51,172.51
8/29/2005,172.49,172.49
8/26/2005,172.45,172.45
8/25/2005,172.45,172.45
8/24/2005,172.43,172.43
8/23/2005,172.41,172.41
8/22/2005,172.39,172.39
8/19/2005,172.34,172.34
8/18/2005,172.33,172.33
8/17/2005,172.31,172.31
8/16/2005,172.29,172.29
8/15/2005,172.27,172.27
8/12/2005,172.22,172.22
8/11/2005,172.21,172.21
8/10/2005,172.19,172.19
8/9/2005,172.17,172.17
8/8/2005,172.15,172.15
8/5/2005,172.11,172.11
8/4/2005,172.11,172.11
8/3/2005,172.09,172.09
8/2/2005,172.07,172.07
8/1/2005,172.06,172.06
7/29/2005,172.05,172.05
7/28/2005,172.01,172.01
7/27/2005,171.99,171.99
7/26/2005,171.97,171.97
7/25/2005,171.96,171.96
7/22/2005,171.92,171.92
7/21/2005,171.92,171.92
7/20/2005,171.92,171.92
7/19/2005,171.9,171.9
7/18/2005,171.89,171.89
7/15/2005,171.85,171.85
7/14/2005,171.85,171.85
7/13/2005,171.84,171.84
7/12/2005,171.83,171.83
7/11/2005,171.81,171.81
7/8/2005,171.77,171.77
7/7/2005,171.76,171.76
7/6/2005,171.73,171.73
7/5/2005,171.71,171.71
7/1/2005,171.66,171.66
6/30/2005,171.65,171.65
6/29/2005,171.64,171.64
6/28/2005,171.63,171.63
6/27/2005,171.62,171.62
6/24/2005,171.59,171.59
6/23/2005,171.58,171.58
6/22/2005,171.57,171.57
6/21/2005,171.55,171.55
6/20/2005,171.54,171.54
6/17/2005,171.51,171.51
6/16/2005,171.5,171.5
6/15/2005,171.48,171.48
6/14/2005,171.47,171.47
6/13/2005,171.45,171.45
6/10/2005,171.41,171.41
6/9/2005,171.4,171.4
6/8/2005,171.38,171.38
6/7/2005,171.37,171.37
6/6/2005,171.36,171.36
6/3/2005,171.32,171.32
6/2/2005,171.31,171.31
6/1/2005,171.3,171.3
5/31/2005,171.28,171.28
5/27/2005,171.23,171.23
5/26/2005,171.22,171.22
5/25/2005,171.21,171.21
5/24/2005,171.19,171.19
5/23/2005,171.18,171.18
5/20/2005,171.15,171.15
5/19/2005,171.14,171.14
5/18/2005,171.13,171.13
5/17/2005,171.11,171.11
5/16/2005,171.1,171.1
5/13/2005,171.05,171.05
5/12/2005,171.03,171.03
5/11/2005,171.02,171.02
5/10/2005,171,171
5/9/2005,170.98,170.98
5/6/2005,170.94,170.94
5/5/2005,170.94,170.94
5/4/2005,170.92,170.92
5/3/2005,170.89,170.89
5/2/2005,170.87,170.87
4/29/2005,170.84,170.84
4/28/2005,170.82,170.82
4/27/2005,170.8,170.8
4/26/2005,170.78,170.78
4/25/2005,170.77,170.77
4/22/2005,170.73,170.73
4/21/2005,170.73,170.73
4/20/2005,170.72,170.72
4/19/2005,170.7,170.7
4/18/2005,170.68,170.68
4/15/2005,170.66,170.66
4/14/2005,170.65,170.65
4/13/2005,170.63,170.63
4/12/2005,170.62,170.62
4/11/2005,170.61,170.61
4/8/2005,170.56,170.56
4/7/2005,170.55,170.55
4/6/2005,170.54,170.54
4/5/2005,170.52,170.52
4/4/2005,170.5,170.5
4/1/2005,170.45,170.45
3/31/2005,170.44,170.44
3/30/2005,170.42,170.42
3/29/2005,170.41,170.41
3/28/2005,170.39,170.39
3/24/2005,170.34,170.34
3/23/2005,170.33,170.33
3/22/2005,170.31,170.31
3/21/2005,170.3,170.3
3/18/2005,170.27,170.27
3/17/2005,170.26,170.26
3/16/2005,170.24,170.24
3/15/2005,170.23,170.23
3/14/2005,170.22,170.22
3/11/2005,170.19,170.19
3/10/2005,170.18,170.18
3/9/2005,170.17,170.17
3/8/2005,170.15,170.15
3/7/2005,170.14,170.14
3/4/2005,170.1,170.1
3/3/2005,170.09,170.09
3/2/2005,170.08,170.08
3/1/2005,170.06,170.06
2/28/2005,170.04,170.04
2/25/2005,170.02,170.02
2/24/2005,170.01,170.01
2/23/2005,170.01,170.01
2/22/2005,170,170
2/18/2005,169.96,169.96
2/17/2005,169.95,169.95
2/16/2005,169.95,169.95
2/15/2005,169.94,169.94
2/14/2005,169.92,169.92
2/11/2005,169.89,169.89
2/10/2005,169.89,169.89
2/9/2005,169.88,169.88
2/8/2005,169.87,169.87
2/7/2005,169.86,169.86
2/4/2005,169.83,169.83
2/3/2005,169.82,169.82
2/2/2005,169.8,169.8
2/1/2005,169.79,169.79
1/31/2005,169.77,169.77
1/28/2005,169.75,169.75
1/27/2005,169.74,169.74
1/26/2005,169.74,169.74
1/25/2005,169.74,169.74
1/24/2005,169.73,169.73
1/21/2005,169.7,169.7
1/20/2005,169.69,169.69
1/19/2005,169.67,169.67
1/18/2005,169.65,169.65
1/14/2005,169.6,169.6
1/13/2005,169.6,169.6
1/12/2005,169.59,169.59
1/11/2005,169.58,169.58
1/10/2005,169.56,169.56
1/7/2005,169.53,169.53
1/6/2005,169.53,169.53
1/5/2005,169.51,169.51
1/4/2005,169.5,169.5
1/3/2005,169.5,169.5
12/31/2004,169.47,169.47
12/30/2004,169.47,169.47
12/29/2004,169.46,169.46
12/28/2004,169.45,169.45
12/27/2004,169.43,169.43
12/23/2004,169.41,169.41
12/22/2004,169.39,169.39
12/21/2004,169.38,169.38
12/20/2004,169.36,169.36
12/17/2004,169.34,169.34
12/16/2004,169.33,169.33
12/15/2004,169.32,169.32
12/14/2004,169.3,169.3
12/13/2004,169.28,169.28
12/10/2004,169.25,169.25
12/9/2004,169.25,169.25
12/8/2004,169.24,169.24
12/7/2004,169.23,169.23
12/6/2004,169.22,169.22
12/3/2004,169.19,169.19
12/2/2004,169.18,169.18
12/1/2004,169.18,169.18
11/30/2004,169.16,169.16
11/29/2004,169.15,169.15
11/26/2004,169.13,169.13
11/24/2004,169.11,169.11
11/23/2004,169.1,169.1
11/22/2004,169.09,169.09
11/19/2004,169.07,169.07
11/18/2004,169.07,169.07
11/17/2004,169.06,169.06
11/16/2004,169.04,169.04
11/15/2004,169.04,169.04
11/12/2004,169.01,169.01
11/10/2004,168.99,168.99
11/9/2004,168.98,168.98
11/8/2004,168.97,168.97
11/5/2004,168.95,168.95
11/4/2004,168.97,168.97
11/3/2004,168.96,168.96
11/2/2004,168.95,168.95
11/1/2004,168.94,168.94
10/29/2004,168.94,168.94
10/28/2004,168.92,168.92
10/27/2004,168.91,168.91
10/26/2004,168.91,168.91
10/25/2004,168.9,168.9
10/22/2004,168.89,168.89
10/21/2004,168.89,168.89
10/20/2004,168.88,168.88
10/19/2004,168.87,168.87
10/18/2004,168.87,168.87
10/15/2004,168.85,168.85
10/14/2004,168.85,168.85
10/13/2004,168.84,168.84
10/12/2004,168.84,168.84
10/8/2004,168.8,168.8
10/7/2004,168.79,168.79
10/6/2004,168.78,168.78
10/5/2004,168.77,168.77
10/4/2004,168.76,168.76
10/1/2004,168.74,168.74
9/30/2004,168.73,168.73
9/29/2004,168.72,168.72
9/28/2004,168.7,168.7
9/27/2004,168.69,168.69
9/24/2004,168.67,168.67
9/23/2004,168.67,168.67
9/22/2004,168.66,168.66
9/21/2004,168.65,168.65
9/20/2004,168.64,168.64
9/17/2004,168.62,168.62
9/16/2004,168.62,168.62
9/15/2004,168.61,168.61
9/14/2004,168.61,168.61
9/13/2004,168.6,168.6
9/10/2004,168.57,168.57
9/9/2004,168.57,168.57
9/8/2004,168.56,168.56
9/7/2004,168.55,168.55
9/3/2004,168.53,168.53
9/2/2004,168.55,168.55
9/1/2004,168.55,168.55
8/31/2004,168.54,168.54
8/30/2004,168.53,168.53
8/27/2004,168.51,168.51
8/26/2004,168.51,168.51
8/25/2004,168.5,168.5
8/24/2004,168.49,168.49
8/23/2004,168.49,168.49
8/20/2004,168.48,168.48
8/19/2004,168.47,168.47
8/18/2004,168.46,168.46
8/17/2004,168.46,168.46
8/16/2004,168.44,168.44
8/13/2004,168.43,168.43
8/12/2004,168.42,168.42
8/11/2004,168.41,168.41
8/10/2004,168.4,168.4
8/9/2004,168.4,168.4
8/6/2004,168.39,168.39
8/5/2004,168.37,168.37
8/4/2004,168.36,168.36
8/3/2004,168.35,168.35
8/2/2004,168.34,168.34
7/30/2004,168.33,168.33
7/29/2004,168.32,168.32
7/28/2004,168.31,168.31
7/27/2004,168.3,168.3
7/26/2004,168.3,168.3
7/23/2004,168.3,168.3
7/22/2004,168.29,168.29
7/21/2004,168.28,168.28
7/20/2004,168.28,168.28
7/19/2004,168.28,168.28
7/16/2004,168.26,168.26
7/15/2004,168.25,168.25
7/14/2004,168.24,168.24
7/13/2004,168.24,168.24
7/12/2004,168.24,168.24
7/9/2004,168.22,168.22
7/8/2004,168.22,168.22
7/7/2004,168.21,168.21
7/6/2004,168.19,168.19
7/2/2004,168.17,168.17
7/1/2004,168.17,168.17
6/30/2004,168.14,168.14
6/29/2004,168.12,168.12
6/28/2004,168.11,168.11
6/25/2004,168.1,168.1
6/24/2004,168.1,168.1
6/23/2004,168.1,168.1
6/22/2004,168.09,168.09
6/21/2004,168.09,168.09
6/18/2004,168.07,168.07
6/17/2004,168.07,168.07
6/16/2004,168.06,168.06
6/15/2004,168.05,168.05
6/14/2004,168.02,168.02
6/10/2004,168.02,168.02
6/9/2004,168.02,168.02
6/8/2004,168.03,168.03
6/7/2004,168.03,168.03
6/4/2004,168.02,168.02
6/3/2004,168.03,168.03
6/2/2004,168.03,168.03
6/1/2004,168.03,168.03
5/31/2004,168.03,168.03
5/28/2004,168.03,168.03
5/27/2004,168.02,168.02
5/26/2004,168.01,168.01
5/25/2004,168.01,168.01
5/24/2004,168.01,168.01
5/21/2004,168,168
5/20/2004,167.99,167.99
5/19/2004,167.99,167.99
5/18/2004,167.98,167.98
5/17/2004,167.98,167.98
5/14/2004,167.97,167.97
5/13/2004,167.96,167.96
5/12/2004,167.95,167.95
5/11/2004,167.94,167.94
5/10/2004,167.93,167.93
5/7/2004,167.91,167.91
5/6/2004,167.94,167.94
5/5/2004,167.94,167.94
5/4/2004,167.93,167.93
5/3/2004,167.92,167.92
4/30/2004,167.91,167.91
4/29/2004,167.91,167.91
4/28/2004,167.9,167.9
4/27/2004,167.89,167.89
4/26/2004,167.89,167.89
4/23/2004,167.87,167.87
4/22/2004,167.87,167.87
4/21/2004,167.86,167.86
4/20/2004,167.86,167.86
4/19/2004,167.86,167.86
4/16/2004,167.85,167.85
4/15/2004,167.84,167.84
4/14/2004,167.83,167.83
4/13/2004,167.84,167.84
4/12/2004,167.84,167.84
4/8/2004,167.82,167.82
4/7/2004,167.81,167.81
4/6/2004,167.81,167.81
4/5/2004,167.8,167.8
4/2/2004,167.79,167.79
4/1/2004,167.79,167.79
3/31/2004,167.78,167.78
3/30/2004,167.78,167.78
3/29/2004,167.77,167.77
3/26/2004,167.76,167.76
3/25/2004,167.76,167.76
3/24/2004,167.75,167.75
3/23/2004,167.75,167.75
3/22/2004,167.74,167.74
3/19/2004,167.73,167.73
3/18/2004,167.73,167.73
3/17/2004,167.72,167.72
3/16/2004,167.72,167.72
3/15/2004,167.71,167.71
3/12/2004,167.7,167.7
3/11/2004,167.69,167.69
3/10/2004,167.69,167.69
3/9/2004,167.69,167.69
3/8/2004,167.68,167.68
3/5/2004,167.67,167.67
3/4/2004,167.66,167.66
3/3/2004,167.65,167.65
3/2/2004,167.65,167.65
3/1/2004,167.65,167.65
2/27/2004,167.65,167.65
2/26/2004,167.63,167.63
2/25/2004,167.63,167.63
2/24/2004,167.62,167.62
2/23/2004,167.62,167.62
2/20/2004,167.61,167.61
2/19/2004,167.61,167.61
2/18/2004,167.61,167.61
2/17/2004,167.6,167.6
2/13/2004,167.59,167.59
2/12/2004,167.58,167.58
2/11/2004,167.58,167.58
2/10/2004,167.57,167.57
2/9/2004,167.57,167.57
2/6/2004,167.55,167.55
2/5/2004,167.55,167.55
2/4/2004,167.55,167.55
2/3/2004,167.54,167.54
2/2/2004,167.53,167.53
1/30/2004,167.53,167.53
1/29/2004,167.51,167.51
1/28/2004,167.51,167.51
1/27/2004,167.51,167.51
1/26/2004,167.51,167.51
1/23/2004,167.5,167.5
1/22/2004,167.5,167.5
1/21/2004,167.5,167.5
1/20/2004,167.49,167.49
1/16/2004,167.47,167.47
1/15/2004,167.47,167.47
1/14/2004,167.46,167.46
1/13/2004,167.46,167.46
1/12/2004,167.45,167.45
1/9/2004,167.44,167.44
1/8/2004,167.43,167.43
1/7/2004,167.42,167.42
1/6/2004,167.42,167.42
1/5/2004,167.41,167.41
1/2/2004,167.4,167.4
12/31/2003,167.39,167.39
12/30/2003,167.42,167.42
12/29/2003,167.42,167.42
12/26/2003,167.41,167.41
12/24/2003,167.39,167.39
12/23/2003,167.39,167.39
12/22/2003,167.39,167.39
12/19/2003,167.37,167.37
12/18/2003,167.37,167.37
12/17/2003,167.36,167.36
12/16/2003,167.36,167.36
12/15/2003,167.35,167.35
12/12/2003,167.34,167.34
12/11/2003,167.34,167.34
12/10/2003,167.33,167.33
12/9/2003,167.32,167.32
12/8/2003,167.32,167.32
12/5/2003,167.31,167.31
12/4/2003,167.3,167.3
12/3/2003,167.29,167.29
12/2/2003,167.28,167.28
12/1/2003,167.27,167.27
11/28/2003,167.27,167.27
11/26/2003,167.26,167.26
11/25/2003,167.25,167.25
11/24/2003,167.25,167.25
11/21/2003,167.24,167.24
11/20/2003,167.23,167.23
11/19/2003,167.22,167.22
11/18/2003,167.21,167.21
11/17/2003,167.21,167.21
11/14/2003,167.2,167.2
11/13/2003,167.19,167.19
11/12/2003,167.19,167.19
11/10/2003,167.18,167.18
11/7/2003,167.16,167.16
11/6/2003,167.16,167.16
11/5/2003,167.16,167.16
11/4/2003,167.15,167.15
11/3/2003,167.15,167.15
10/31/2003,167.13,167.13
10/30/2003,167.13,167.13
10/29/2003,167.12,167.12
10/28/2003,167.12,167.12
10/27/2003,167.11,167.11
10/24/2003,167.1,167.1
10/23/2003,167.1,167.1
10/22/2003,167.1,167.1
10/21/2003,167.09,167.09
10/20/2003,167.09,167.09
10/17/2003,167.08,167.08
10/16/2003,167.07,167.07
10/15/2003,167.07,167.07
10/14/2003,167.07,167.07
10/10/2003,167.05,167.05
10/9/2003,167.05,167.05
10/8/2003,167.04,167.04
10/7/2003,167.04,167.04
10/6/2003,167.03,167.03
10/3/2003,167.01,167.01
10/2/2003,167.01,167.01
10/1/2003,167.01,167.01
9/30/2003,167,167
9/29/2003,166.98,166.98
9/26/2003,166.97,166.97
9/25/2003,166.97,166.97
9/24/2003,166.96,166.96
9/23/2003,166.96,166.96
9/22/2003,166.95,166.95
9/19/2003,166.94,166.94
9/18/2003,166.93,166.93
9/17/2003,166.93,166.93
9/16/2003,166.92,166.92
9/15/2003,166.92,166.92
9/12/2003,166.91,166.91
9/11/2003,166.9,166.9
9/10/2003,166.9,166.9
9/9/2003,166.89,166.89
9/8/2003,166.89,166.89
9/5/2003,166.87,166.87
