Security,USSFCT30 BGN Curncy
12/10/2020,-52.75
12/9/2020,-51.5
12/8/2020,-51.75
12/7/2020,-53.5
12/4/2020,-54.75
12/3/2020,-53.75
12/2/2020,-55.875
12/1/2020,-53
11/30/2020,-55
11/27/2020,-57
11/25/2020,-56.5
11/24/2020,-56
11/20/2020,-56.25
11/19/2020,-56.75
11/18/2020,-56.75
11/17/2020,-58
11/16/2020,-58.25
11/13/2020,-59
11/12/2020,-59.25
11/11/2020,-60.5
11/10/2020,-60.5
11/9/2020,-60.5
11/6/2020,-58.5
11/5/2020,-58.875
11/4/2020,-58.25
11/2/2020,-61.5
10/30/2020,-60.5
10/29/2020,-60.25
10/28/2020,-60.25
10/27/2020,-55.5
10/26/2020,-54.75
10/23/2020,-59.75
10/22/2020,-60.25
10/21/2020,-60.5
10/20/2020,-60.75
10/19/2020,-62
10/16/2020,-62.375
