"Date","Price","Open","High","Low","Change %"
"05/25/2018","-0.120","-0.120","-0.120","-0.120","0.00%"
"05/24/2018","-0.120","-0.120","-0.120","-0.120","0.00%"
"05/23/2018","-0.120","-0.120","-0.120","-0.120","9.09%"
"05/22/2018","-0.110","-0.110","-0.110","-0.110","0.00%"
"05/21/2018","-0.110","-0.110","-0.110","-0.110","0.00%"
"05/20/2018","-0.110","-0.085","-0.085","-0.110","0.00%"
"05/18/2018","-0.110","-0.110","-0.110","-0.110","0.00%"
"05/17/2018","-0.110","-0.110","-0.110","-0.110","10.00%"
"05/16/2018","-0.100","-0.100","-0.100","-0.100","0.00%"
"05/15/2018","-0.100","-0.100","-0.100","-0.100","5.26%"
"05/14/2018","-0.095","-0.095","-0.095","-0.095","0.00%"
"05/13/2018","-0.095","-0.095","-0.095","-0.095","-5.00%"
"05/11/2018","-0.100","-0.100","-0.100","-0.100","-9.09%"
"05/10/2018","-0.110","-0.110","-0.110","-0.110","10.00%"
"05/09/2018","-0.100","-0.100","-0.100","-0.100","-9.09%"
"05/08/2018","-0.110","-0.110","-0.110","-0.110","-4.35%"
"05/07/2018","-0.115","-0.115","-0.115","-0.115","0.00%"
"05/06/2018","-0.115","-0.110","-0.110","-0.115","-4.17%"
"05/02/2018","-0.120","-0.120","-0.120","-0.120","0.00%"
"05/01/2018","-0.120","-0.120","-0.120","-0.120","0.00%"
"04/30/2018","-0.120","-0.120","-0.120","-0.120","0.00%"
"04/27/2018","-0.120","-0.120","-0.120","-0.120","-17.24%"
"04/26/2018","-0.145","-0.145","-0.145","-0.145","0.00%"
"04/25/2018","-0.145","-0.145","-0.145","-0.145","45.00%"
"04/24/2018","-0.100","-0.100","-0.100","-0.100","-31.03%"
"04/23/2018","-0.145","-0.145","-0.145","-0.145","0.00%"
"04/22/2018","-0.145","-0.145","-0.145","-0.145","45.00%"
"04/20/2018","-0.100","-0.100","-0.100","-0.100","0.00%"
"04/19/2018","-0.100","-0.100","-0.100","-0.100","0.00%"
"04/18/2018","-0.100","-0.100","-0.100","-0.100","0.00%"
"04/17/2018","-0.100","-0.100","-0.100","-0.100","0.00%"
"04/16/2018","-0.100","-0.100","-0.100","-0.100","0.00%"
"04/15/2018","-0.100","-0.155","-0.100","-0.155","0.00%"
"04/13/2018","-0.100","-0.100","-0.100","-0.100","-23.08%"
"04/12/2018","-0.130","-0.130","-0.130","-0.140","8.33%"
"04/11/2018","-0.120","-0.120","-0.120","-0.120","-1.64%"
"04/10/2018","-0.122","-0.122","-0.122","-0.122","4.27%"
"04/09/2018","-0.117","-0.117","-0.117","-0.125","0.00%"
"04/08/2018","-0.117","-0.117","-0.117","-0.117","1.74%"
"04/06/2018","-0.115","-0.115","-0.115","-0.115","15.00%"
"04/05/2018","-0.100","-0.100","-0.100","-0.100","-4.76%"
"04/04/2018","-0.105","-0.105","-0.105","-0.105","-16.00%"
"04/03/2018","-0.125","-0.125","-0.125","-0.125","-3.85%"
"04/02/2018","-0.130","-0.130","-0.130","-0.130","0.00%"
"04/01/2018","-0.130","-0.130","-0.130","-0.130","-7.14%"
"03/30/2018","-0.140","-0.140","-0.140","-0.140","-9.68%"
"03/29/2018","-0.155","-0.128","-0.090","-0.155","72.22%"
"03/28/2018","-0.090","-0.090","-0.090","-0.090","-35.71%"
"03/27/2018","-0.140","-0.140","-0.140","-0.140","-6.67%"
"03/26/2018","-0.150","-0.150","-0.150","-0.150","0.00%"
"03/25/2018","-0.150","-0.150","-0.150","-0.150","3.45%"
"03/23/2018","-0.145","-0.145","-0.145","-0.145","-3.33%"
"03/22/2018","-0.150","-0.150","-0.150","-0.150","0.00%"
"03/21/2018","-0.150","-0.150","-0.150","-0.150","0.00%"
"03/20/2018","-0.150","-0.150","-0.150","-0.150","0.00%"
"03/19/2018","-0.150","-0.150","-0.132","-0.150","0.00%"
"03/18/2018","-0.150","-0.135","-0.132","-0.150","7.14%"
"03/16/2018","-0.140","-0.140","-0.140","-0.140","14.75%"
"03/15/2018","-0.122","-0.122","-0.122","-0.122","-12.86%"
"03/14/2018","-0.140","-0.140","-0.140","-0.140","-6.67%"
"03/13/2018","-0.150","-0.150","-0.150","-0.150","7.14%"
"03/12/2018","-0.140","-0.140","-0.140","-0.140","-15.15%"
"03/11/2018","-0.165","-0.165","-0.165","-0.165","0.00%"
"03/09/2018","-0.165","-0.165","-0.165","-0.165","-11.76%"
"03/08/2018","-0.187","-0.187","-0.187","-0.187","0.00%"
"03/07/2018","-0.187","-0.187","-0.187","-0.187","-1.58%"
"03/06/2018","-0.190","-0.190","-0.190","-0.190","0.00%"
"03/05/2018","-0.190","-0.190","-0.190","-0.190","0.00%"
"03/04/2018","-0.190","-0.180","-0.180","-0.190","0.00%"
"03/02/2018","-0.190","-0.190","-0.190","-0.190","8.57%"
"03/01/2018","-0.175","-0.175","-0.175","-0.175","-0.57%"
"02/28/2018","-0.176","-0.176","-0.176","-0.176","0.57%"
"02/27/2018","-0.175","-0.175","-0.175","-0.175","6.06%"
"02/26/2018","-0.165","-0.165","-0.165","-0.165","0.00%"
"02/25/2018","-0.165","-0.165","-0.165","-0.165","0.61%"
"02/23/2018","-0.164","-0.164","-0.164","-0.164","-0.61%"
"02/22/2018","-0.165","-0.165","-0.165","-0.165","0.00%"
"02/21/2018","-0.165","-0.165","-0.165","-0.165","0.00%"
"02/20/2018","-0.165","-0.165","-0.165","-0.165","3.13%"
"02/19/2018","-0.160","-0.160","-0.160","-0.160","0.00%"
"02/18/2018","-0.160","-0.153","-0.153","-0.160","9.59%"
"02/16/2018","-0.146","-0.146","-0.146","-0.146","4.29%"
"02/15/2018","-0.140","-0.140","-0.140","-0.140","-0.71%"
"02/14/2018","-0.141","-0.141","-0.141","-0.141","1.44%"
"02/13/2018","-0.139","-0.139","-0.139","-0.139","0.00%"
"02/12/2018","-0.139","-0.105","-0.105","-0.139","2.21%"
"02/09/2018","-0.136","-0.136","-0.136","-0.136","-12.26%"
"02/08/2018","-0.155","-0.155","-0.155","-0.155","9.93%"
"02/07/2018","-0.141","-0.141","-0.141","-0.141","-2.76%"
"02/06/2018","-0.145","-0.145","-0.145","-0.145","2.84%"
"02/05/2018","-0.141","-0.141","-0.141","-0.141","0.00%"
"02/04/2018","-0.141","-0.110","-0.110","-0.146","4.44%"
"02/02/2018","-0.135","-0.135","-0.135","-0.135","-4.26%"
"02/01/2018","-0.141","-0.141","-0.141","-0.141","1.44%"
"01/31/2018","-0.139","-0.139","-0.139","-0.139","2.21%"
"01/30/2018","-0.136","-0.136","-0.136","-0.136","0.00%"
"01/29/2018","-0.136","-0.136","-0.136","-0.136","0.00%"
"01/28/2018","-0.136","-0.130","-0.130","-0.136","16.24%"
"01/26/2018","-0.117","-0.117","-0.117","-0.117","-10.00%"
"01/25/2018","-0.130","-0.130","-0.130","-0.130","-4.41%"
"01/24/2018","-0.136","-0.136","-0.136","-0.136","0.00%"
"01/23/2018","-0.136","-0.136","-0.136","-0.136","3.03%"
"01/22/2018","-0.132","-0.132","-0.132","-0.132","1.54%"
"01/21/2018","-0.130","-0.130","-0.130","-0.130","-2.26%"
"01/19/2018","-0.133","-0.133","-0.133","-0.133","15.65%"
"01/18/2018","-0.115","-0.115","-0.115","-0.115","-0.86%"
"01/17/2018","-0.116","-0.116","-0.116","-0.116","-1.69%"
"01/16/2018","-0.118","-0.118","-0.118","-0.118","-2.48%"
"01/15/2018","-0.121","-0.121","-0.121","-0.121","0.00%"
"01/14/2018","-0.121","-0.085","-0.085","-0.121","10.00%"
"01/12/2018","-0.110","-0.110","-0.110","-0.110","-4.35%"
"01/11/2018","-0.115","-0.115","-0.115","-0.115","-4.17%"
"01/10/2018","-0.120","-0.120","-0.120","-0.120","-4.76%"
"01/09/2018","-0.126","-0.126","-0.126","-0.126","0.00%"
"01/08/2018","-0.126","-0.126","-0.126","-0.126","-3.08%"
"01/05/2018","-0.130","-0.130","-0.130","-0.130","-11.56%"
"01/04/2018","-0.147","-0.147","-0.147","-0.147","22.50%"
"01/03/2018","-0.120","-0.157","-0.120","-0.157","-26.38%"
"12/29/2017","-0.163","-0.163","-0.163","-0.163","-6.86%"
"12/28/2017","-0.175","-0.175","-0.175","-0.175","-1.69%"
"12/27/2017","-0.178","-0.130","-0.130","-0.178","-1.11%"
"12/26/2017","-0.180","-0.180","-0.180","-0.180","20.00%"
"12/25/2017","-0.150","-0.150","-0.150","-0.150","0.00%"
"12/24/2017","-0.150","-0.170","-0.150","-0.170","-14.77%"
"12/22/2017","-0.176","-0.176","-0.176","-0.176","6.67%"
"12/21/2017","-0.165","-0.165","-0.165","-0.165","26.92%"
"12/20/2017","-0.130","-0.130","-0.130","-0.130","-14.47%"
"12/19/2017","-0.152","-0.152","-0.152","-0.152","1.33%"
"12/18/2017","-0.150","-0.150","-0.150","-0.150","0.00%"
"12/17/2017","-0.150","-0.125","-0.125","-0.150","20.00%"
"12/16/2017","-0.125","-0.125","-0.125","-0.125","-16.67%"
"12/15/2017","-0.150","-0.150","-0.150","-0.150","0.00%"
"12/14/2017","-0.150","-0.150","-0.150","-0.150","3.45%"
"12/13/2017","-0.145","-0.145","-0.145","-0.145","-5.23%"
"12/12/2017","-0.153","-0.153","-0.153","-0.153","2.00%"
"12/11/2017","-0.150","-0.150","-0.150","-0.150","0.00%"
"12/10/2017","-0.150","-0.115","-0.115","-0.150","20.00%"
"12/08/2017","-0.125","-0.125","-0.125","-0.125","-7.41%"
"12/07/2017","-0.135","-0.135","-0.135","-0.135","2.27%"
"12/06/2017","-0.132","-0.131","-0.131","-0.132","-14.84%"
"12/05/2017","-0.155","-0.155","-0.155","-0.155","0.00%"
"12/04/2017","-0.155","-0.155","-0.155","-0.155","0.00%"
"12/03/2017","-0.155","-0.155","-0.155","-0.155","-11.43%"
"12/01/2017","-0.175","-0.175","-0.175","-0.175","-21.52%"
"11/30/2017","-0.223","-0.223","-0.223","-0.223","0.00%"
"11/29/2017","-0.223","-0.223","-0.223","-0.223","-0.89%"
"11/28/2017","-0.225","-0.225","-0.225","-0.225","-6.25%"
"11/27/2017","-0.240","-0.240","-0.240","-0.240","0.00%"
"11/26/2017","-0.240","-0.205","-0.205","-0.240","2.13%"
"11/24/2017","-0.235","-0.235","-0.235","-0.235","0.00%"
"11/23/2017","-0.235","-0.200","-0.200","-0.235","3.07%"
"11/22/2017","-0.228","-0.228","-0.228","-0.228","0.00%"
"11/21/2017","-0.228","-0.228","-0.228","-0.228","0.88%"
"11/20/2017","-0.226","-0.226","-0.226","-0.226","0.00%"
"11/19/2017","-0.226","-0.226","-0.226","-0.226","2.26%"
"11/17/2017","-0.221","-0.221","-0.221","-0.221","13.33%"
"11/16/2017","-0.195","-0.195","-0.160","-0.195","-1.52%"
"11/15/2017","-0.198","-0.198","-0.198","-0.198","-7.91%"
"11/14/2017","-0.215","-0.215","-0.215","-0.215","-2.27%"
"11/13/2017","-0.220","-0.220","-0.180","-0.220","22.22%"
"11/12/2017","-0.180","-0.180","-0.180","-0.220","-26.53%"
"11/10/2017","-0.245","-0.245","-0.245","-0.245","25.64%"
"11/09/2017","-0.195","-0.195","-0.195","-0.195","0.00%"
"11/08/2017","-0.195","-0.195","-0.195","-0.195","2.63%"
"11/07/2017","-0.190","-0.190","-0.190","-0.190","5.56%"
"11/06/2017","-0.180","-0.180","-0.180","-0.180","-5.26%"
"11/05/2017","-0.190","-0.190","-0.190","-0.190","-2.56%"
"11/02/2017","-0.195","-0.195","-0.195","-0.195","11.43%"
"11/01/2017","-0.175","-0.175","-0.175","-0.175","0.00%"
"10/31/2017","-0.175","-0.175","-0.175","-0.175","9.38%"
"10/30/2017","-0.160","-0.160","-0.160","-0.160","6.67%"
"10/29/2017","-0.150","-0.150","-0.150","-0.150","-10.18%"
"10/27/2017","-0.167","-0.167","-0.167","-0.167","-10.70%"
"10/26/2017","-0.187","-0.187","-0.187","-0.187","-7.43%"
"10/25/2017","-0.202","-0.202","-0.202","-0.202","0.00%"
"10/24/2017","-0.202","-0.202","-0.202","-0.202","1.00%"
"10/23/2017","-0.200","-0.200","-0.200","-0.200","0.00%"
"10/22/2017","-0.200","-0.155","-0.155","-0.200","-2.44%"
"10/20/2017","-0.205","-0.205","-0.205","-0.205","15.82%"
"10/19/2017","-0.177","-0.177","-0.177","-0.177","10.63%"
"10/18/2017","-0.160","-0.160","-0.160","-0.160","0.00%"
"10/17/2017","-0.160","-0.160","-0.160","-0.160","0.00%"
"10/16/2017","-0.160","-0.160","-0.160","-0.160","0.00%"
"10/15/2017","-0.160","-0.160","-0.160","-0.160","-9.60%"
"10/13/2017","-0.177","-0.177","-0.177","-0.177","14.19%"
"10/12/2017","-0.155","-0.155","-0.155","-0.155","0.00%"
"10/11/2017","-0.155","-0.155","-0.155","-0.155","0.00%"
"10/10/2017","-0.155","-0.155","-0.155","-0.155","0.00%"
"10/09/2017","-0.155","-0.120","-0.120","-0.155","0.00%"
"10/06/2017","-0.155","-0.155","-0.155","-0.155","2.65%"
"10/05/2017","-0.151","-0.151","-0.151","-0.151","-3.21%"
"10/04/2017","-0.156","-0.156","-0.156","-0.156","3.31%"
"10/03/2017","-0.151","-0.151","-0.151","-0.151","0.00%"
"10/02/2017","-0.151","-0.151","-0.151","-0.151","0.00%"
"10/01/2017","-0.151","-0.151","-0.151","-0.151","4.14%"
"09/29/2017","-0.145","-0.145","-0.145","-0.145","61.11%"
"09/28/2017","-0.090","-0.090","-0.090","-0.090","-5.26%"
"09/27/2017","-0.095","-0.095","-0.095","-0.095","0.00%"
"09/26/2017","-0.095","-0.095","-0.095","-0.095","0.00%"
"09/25/2017","-0.095","-0.095","-0.095","-0.095","0.00%"
"09/24/2017","-0.095","-0.085","-0.085","-0.095","0.00%"
"09/22/2017","-0.095","-0.095","-0.095","-0.095","10.47%"
"09/21/2017","-0.086","-0.085","-0.085","-0.086","-18.87%"
"09/20/2017","-0.106","-0.106","-0.106","-0.106","0.00%"
"09/19/2017","-0.106","-0.106","-0.106","-0.106","0.00%"
"09/18/2017","-0.106","-0.106","-0.106","-0.106","0.95%"
"09/15/2017","-0.105","-0.108","-0.105","-0.108","-7.89%"
"09/14/2017","-0.114","-0.135","-0.114","-0.141","-25.49%"
"09/13/2017","-0.153","-0.142","-0.142","-0.153","2.00%"
"09/12/2017","-0.150","-0.150","-0.150","-0.150","0.00%"
"09/11/2017","-0.150","-0.150","-0.150","-0.150","0.00%"
"09/10/2017","-0.150","-0.160","-0.150","-0.160","-15.73%"
"09/08/2017","-0.178","-0.180","-0.160","-0.185","-6.32%"
"09/07/2017","-0.190","-0.180","-0.180","-0.200","-6.40%"
"09/06/2017","-0.203","-0.203","-0.203","-0.203","-3.33%"
"09/05/2017","-0.210","-0.180","-0.120","-0.210","-3.67%"
"09/04/2017","-0.218","-0.227","-0.120","-0.227","3.81%"
"09/03/2017","-0.210","-0.227","-0.210","-0.227","-17.65%"
"09/01/2017","-0.255","-0.255","-0.245","-0.255","43.26%"
"08/31/2017","-0.178","-0.144","-0.144","-0.190","9.20%"
"08/30/2017","-0.163","-0.170","-0.163","-0.170","-6.86%"
"08/29/2017","-0.175","-0.170","-0.156","-0.175","-1.13%"
"08/28/2017","-0.177","-0.178","-0.160","-0.181","-0.56%"
"08/27/2017","-0.178","-0.190","-0.150","-0.190","1.14%"
"08/25/2017","-0.176","-0.170","-0.170","-0.178","36.43%"
"08/24/2017","-0.129","-0.114","-0.114","-0.131","-1.53%"
"08/23/2017","-0.131","-0.130","-0.130","-0.131","-3.68%"
"08/22/2017","-0.136","-0.118","-0.118","-0.136","1.49%"
"08/21/2017","-0.134","-0.125","-0.125","-0.134","16.52%"
"08/20/2017","-0.115","-0.115","-0.115","-0.115","-8.00%"
"08/18/2017","-0.125","-0.124","-0.110","-0.126","25.00%"
"08/17/2017","-0.100","-0.100","-0.100","-0.100","-20.00%"
"08/16/2017","-0.125","-0.118","-0.110","-0.125","7.76%"
"08/15/2017","-0.116","-0.115","-0.095","-0.116","10.48%"
"08/14/2017","-0.105","-0.105","-0.095","-0.106","9.37%"
"08/13/2017","-0.096","-0.110","-0.096","-0.110","-5.88%"
"08/10/2017","-0.102","-0.100","-0.090","-0.102","20.00%"
"08/09/2017","-0.085","-0.085","-0.085","-0.085","-5.56%"
"08/08/2017","-0.090","-0.095","-0.090","-0.101","-10.00%"
"08/07/2017","-0.100","-0.095","-0.092","-0.101","5.26%"
"08/06/2017","-0.095","-0.107","-0.092","-0.107","0.00%"
"08/04/2017","-0.095","-0.095","-0.095","-0.095","-19.49%"
"08/03/2017","-0.118","-0.115","-0.115","-0.115","6.31%"
"08/02/2017","-0.111","-0.107","-0.107","-0.111","1.83%"
"08/01/2017","-0.109","-0.109","-0.109","-0.110","-1.80%"
"07/31/2017","-0.111","-0.095","-0.095","-0.112","3.74%"
"07/30/2017","-0.107","-0.105","-0.095","-0.107","-18.94%"
"07/28/2017","-0.132","-0.132","-0.132","-0.132","25.71%"
"07/27/2017","-0.105","-0.115","-0.105","-0.119","-11.02%"
"07/26/2017","-0.118","-0.115","-0.115","-0.118","-7.81%"
"07/25/2017","-0.128","-0.122","-0.122","-0.133","11.30%"
"07/24/2017","-0.115","-0.096","-0.096","-0.118","4.55%"
"07/23/2017","-0.110","-0.110","-0.110","-0.110","-1.79%"
"07/21/2017","-0.112","-0.110","-0.103","-0.114","7.69%"
"07/20/2017","-0.104","-0.104","-0.104","-0.104","-0.95%"
"07/19/2017","-0.105","-0.095","-0.095","-0.105","0.96%"
"07/18/2017","-0.104","-0.102","-0.102","-0.105","8.33%"
"07/17/2017","-0.096","-0.096","-0.096","-0.096","-4.95%"
"07/14/2017","-0.101","-0.097","-0.088","-0.106","44.29%"
"07/13/2017","-0.070","-0.091","-0.070","-0.092","0.00%"
"07/12/2017","-0.070","-0.080","-0.070","-0.080","-20.45%"
"07/11/2017","-0.088","-0.075","-0.070","-0.088","3.53%"
"07/10/2017","-0.085","-0.084","-0.084","-0.085","8.97%"
"07/09/2017","-0.078","-0.070","-0.070","-0.078","4.00%"
"07/07/2017","-0.075","-0.076","-0.074","-0.079","-6.25%"
"07/06/2017","-0.080","-0.085","-0.076","-0.085","-1.23%"
"07/05/2017","-0.081","-0.081","-0.078","-0.082","-1.22%"
"07/04/2017","-0.082","-0.081","-0.081","-0.082","-1.20%"
"07/03/2017","-0.083","-0.090","-0.083","-0.090","0.00%"
"07/02/2017","-0.083","-0.070","-0.070","-0.090","18.57%"
"07/01/2017","-0.070","-0.070","-0.070","-0.070","-17.65%"
"06/30/2017","-0.085","-0.081","-0.080","-0.085","10.39%"
"06/29/2017","-0.077","-0.077","-0.069","-0.079","2.67%"
"06/28/2017","-0.075","-0.081","-0.075","-0.081","7.14%"
"06/27/2017","-0.070","-0.075","-0.070","-0.090","-17.65%"
"06/26/2017","-0.085","-0.083","-0.077","-0.085","2.41%"
"06/25/2017","-0.083","-0.092","-0.083","-0.092","-4.60%"
"06/23/2017","-0.087","-0.082","-0.082","-0.088","7.41%"
"06/22/2017","-0.081","-0.079","-0.077","-0.086","-4.71%"
"06/21/2017","-0.085","-0.085","-0.085","-0.087","-5.56%"
"06/20/2017","-0.090","-0.082","-0.082","-0.090","0.00%"
"06/19/2017","-0.090","-0.077","-0.077","-0.090","2.27%"
"06/18/2017","-0.088","-0.097","-0.088","-0.097","-5.38%"
"06/16/2017","-0.093","-0.095","-0.090","-0.095","-6.06%"
"06/15/2017","-0.099","-0.098","-0.086","-0.099","-5.71%"
"06/14/2017","-0.105","-0.105","-0.105","-0.105","23.53%"
"06/13/2017","-0.085","-0.103","-0.085","-0.106","-15.00%"
"06/12/2017","-0.100","-0.097","-0.080","-0.100","25.00%"
"06/11/2017","-0.080","-0.080","-0.080","-0.080","-1.23%"
"06/09/2017","-0.081","-0.091","-0.081","-0.091","-18.18%"
"06/08/2017","-0.099","-0.098","-0.080","-0.100","10.00%"
"06/07/2017","-0.090","-0.080","-0.080","-0.080","-19.64%"
"06/06/2017","-0.112","-0.112","-0.111","-0.113","0.00%"
"06/05/2017","-0.112","-0.103","-0.095","-0.112","0.90%"
"06/04/2017","-0.111","-0.112","-0.095","-0.112","-2.63%"
"06/02/2017","-0.114","-0.110","-0.090","-0.114","-3.39%"
"06/01/2017","-0.118","-0.122","-0.111","-0.122","-5.60%"
"05/31/2017","-0.125","-0.125","-0.125","-0.125","0.00%"
"05/30/2017","-0.125","-0.115","-0.105","-0.125","8.70%"
"05/29/2017","-0.115","-0.115","-0.115","-0.115","9.52%"
"05/28/2017","-0.105","-0.125","-0.105","-0.125","-16.00%"
"05/26/2017","-0.125","-0.115","-0.115","-0.127","25.00%"
"05/25/2017","-0.100","-0.116","-0.100","-0.121","-20.00%"
"05/24/2017","-0.125","-0.115","-0.105","-0.126","-0.79%"
"05/23/2017","-0.126","-0.126","-0.126","-0.126","0.80%"
"05/22/2017","-0.125","-0.125","-0.125","-0.125","19.05%"
"05/21/2017","-0.105","-0.125","-0.105","-0.125","-16.67%"
"05/19/2017","-0.126","-0.126","-0.105","-0.127","20.00%"
"05/18/2017","-0.105","-0.120","-0.105","-0.122","-16.67%"
"05/17/2017","-0.126","-0.125","-0.115","-0.126","6.78%"
"05/16/2017","-0.118","-0.118","-0.118","-0.129","-9.92%"
"05/15/2017","-0.131","-0.118","-0.110","-0.131","13.91%"
"05/14/2017","-0.115","-0.127","-0.110","-0.127","-10.16%"
"05/12/2017","-0.128","-0.129","-0.105","-0.129","2.40%"
"05/11/2017","-0.125","-0.125","-0.115","-0.136","-8.09%"
"05/10/2017","-0.136","-0.135","-0.125","-0.136","0.00%"
"05/09/2017","-0.136","-0.136","-0.135","-0.136","3.82%"
"05/08/2017","-0.131","-0.120","-0.110","-0.131","19.09%"
"05/07/2017","-0.110","-0.110","-0.110","-0.110","0.00%"
"05/03/2017","-0.110","-0.110","-0.110","-0.110","-16.03%"
"05/02/2017","-0.131","-0.131","-0.130","-0.131","3.97%"
"05/01/2017","-0.126","-0.115","-0.115","-0.126","0.00%"
"04/30/2017","-0.126","-0.115","-0.115","-0.126","-3.82%"
"04/28/2017","-0.131","-0.115","-0.115","-0.140","-3.68%"
"04/27/2017","-0.136","-0.115","-0.115","-0.136","-17.58%"
"04/26/2017","-0.165","-0.145","-0.145","-0.165","1.23%"
"04/25/2017","-0.163","-0.160","-0.140","-0.164","10.14%"
"04/24/2017","-0.148","-0.150","-0.147","-0.152","-7.50%"
"04/22/2017","-0.160","-0.160","-0.160","-0.160","8.11%"
"04/21/2017","-0.148","-0.150","-0.147","-0.152","24.37%"
"04/20/2017","-0.119","-0.110","-0.110","-0.120","9.17%"
"04/19/2017","-0.109","-0.109","-0.109","-0.110","7.92%"
"04/18/2017","-0.101","-0.096","-0.096","-0.106","6.32%"
"04/17/2017","-0.095","-0.090","-0.090","-0.095","5.56%"
"04/16/2017","-0.090","-0.085","-0.085","-0.090","-1.10%"
"04/14/2017","-0.091","-0.096","-0.089","-0.096","-21.55%"
"04/13/2017","-0.116","-0.113","-0.113","-0.122","-4.13%"
"04/12/2017","-0.121","-0.116","-0.116","-0.128","0.83%"
"04/11/2017","-0.120","-0.120","-0.120","-0.120","-4.76%"
"04/10/2017","-0.126","-0.126","-0.115","-0.126","9.57%"
"04/09/2017","-0.115","-0.120","-0.115","-0.120","-8.73%"
"04/07/2017","-0.126","-0.120","-0.118","-0.126","-6.67%"
"04/06/2017","-0.135","-0.143","-0.135","-0.143","-5.59%"
"04/05/2017","-0.143","-0.140","-0.139","-0.143","-4.67%"
"04/04/2017","-0.150","-0.150","-0.150","-0.150","-16.67%"
"04/03/2017","-0.180","-0.180","-0.180","-0.180","0.00%"
"04/02/2017","-0.180","-0.190","-0.180","-0.190","-19.28%"
"03/31/2017","-0.223","-0.223","-0.192","-0.223","-10.80%"
"03/30/2017","-0.250","-0.130","-0.130","-0.250","2.46%"
"03/29/2017","-0.244","-0.275","-0.233","-0.275","-14.39%"
"03/28/2017","-0.285","-0.245","-0.245","-0.293","17.28%"
"03/27/2017","-0.243","-0.243","-0.243","-0.243","0.00%"
"03/26/2017","-0.243","-0.310","-0.243","-0.310","-23.34%"
"03/24/2017","-0.317","-0.300","-0.300","-0.317","-0.94%"
"03/23/2017","-0.320","-0.320","-0.320","-0.330","3.23%"
"03/22/2017","-0.310","-0.310","-0.310","-0.310","0.00%"
"03/21/2017","-0.310","-0.310","-0.310","-0.310","-6.06%"
"03/18/2017","-0.330","-0.330","-0.330","-0.330","4.76%"
"03/17/2017","-0.315","-0.305","-0.256","-0.323","-2.17%"
"03/16/2017","-0.322","-0.320","-0.320","-0.322","0.00%"
"03/15/2017","-0.322","-0.328","-0.295","-0.328","-10.80%"
"03/14/2017","-0.361","-0.361","-0.361","-0.361","-1.10%"
"03/13/2017","-0.365","-0.365","-0.365","-0.365","-4.70%"
"03/10/2017","-0.383","-0.343","-0.343","-0.383","3.51%"
"03/09/2017","-0.370","-0.380","-0.370","-0.380","-2.63%"
"03/08/2017","-0.380","-0.390","-0.380","-0.390","-3.31%"
"03/07/2017","-0.393","-0.392","-0.392","-0.392","2.08%"
"03/06/2017","-0.385","-0.385","-0.385","-0.385","-2.53%"
"03/03/2017","-0.395","-0.395","-0.395","-0.395","35.27%"
"03/02/2017","-0.292","-0.246","-0.246","-0.300","-6.11%"
"03/01/2017","-0.311","-0.311","-0.311","-0.311","0.32%"
"02/28/2017","-0.310","-0.276","-0.276","-0.310","-1.59%"
"02/27/2017","-0.315","-0.276","-0.276","-0.315","8.62%"
"02/24/2017","-0.290","-0.290","-0.260","-0.290","16.94%"
"02/23/2017","-0.248","-0.245","-0.243","-0.261","1.64%"
"02/22/2017","-0.244","-0.255","-0.243","-0.255","-0.81%"
"02/21/2017","-0.246","-0.241","-0.241","-0.246","0.41%"
"02/20/2017","-0.245","-0.255","-0.244","-0.255","9.87%"
"02/17/2017","-0.223","-0.225","-0.215","-0.227","8.78%"
"02/16/2017","-0.205","-0.181","-0.165","-0.211","10.22%"
"02/15/2017","-0.186","-0.186","-0.186","-0.192","-5.58%"
"02/14/2017","-0.197","-0.197","-0.185","-0.198","-3.43%"
"02/13/2017","-0.204","-0.200","-0.200","-0.204","2.51%"
"02/10/2017","-0.199","-0.195","-0.176","-0.199","-7.44%"
"02/09/2017","-0.215","-0.253","-0.215","-0.253","-5.29%"
"02/08/2017","-0.227","-0.233","-0.227","-0.261","-0.87%"
"02/07/2017","-0.229","-0.268","-0.229","-0.268","-8.40%"
"02/06/2017","-0.250","-0.250","-0.250","-0.271","-4.58%"
"02/03/2017","-0.262","-0.273","-0.261","-0.277","-1.13%"
"02/02/2017","-0.265","-0.265","-0.265","-0.265","-7.02%"
"02/01/2017","-0.285","-0.275","-0.262","-0.286","9.20%"
"01/31/2017","-0.261","-0.261","-0.261","-0.277","-4.74%"
"01/30/2017","-0.274","-0.259","-0.259","-0.274","1.86%"
"01/27/2017","-0.269","-0.258","-0.258","-0.269","-8.81%"
"01/26/2017","-0.295","-0.295","-0.295","-0.295","12.17%"
"01/25/2017","-0.263","-0.263","-0.263","-0.263","-9.31%"
"01/24/2017","-0.290","-0.290","-0.290","-0.290","-2.03%"
"01/23/2017","-0.296","-0.270","-0.270","-0.296","12.12%"
"01/20/2017","-0.264","-0.278","-0.247","-0.279","5.60%"
"01/19/2017","-0.250","-0.250","-0.250","-0.265","-6.72%"
"01/18/2017","-0.268","-0.250","-0.245","-0.268","5.93%"
"01/17/2017","-0.253","-0.251","-0.240","-0.255","-0.39%"
"01/16/2017","-0.254","-0.242","-0.242","-0.254","0.00%"
"01/13/2017","-0.254","-0.240","-0.235","-0.254","-23.03%"
"01/12/2017","-0.330","-0.330","-0.330","-0.330","-1.49%"
"01/11/2017","-0.335","-0.325","-0.325","-0.335","9.48%"
