Security,LUTLTRUU Index,
Start Date,1/31/73 0:00,
End Date,7/24/25 0:00,
Period,D,
,,
Date,PX_LAST,VOLATILITY_30D
11/29/10,2352.79,14.72
11/26/10,2335.51,14.97
11/24/10,2309.54,14.63
11/23/10,2352.17,13.76
11/22/10,2339.48,13.64
11/19/10,2322.78,13.35
11/18/10,2311.2,13.19
11/17/10,2316.38,13.71
11/16/10,2324.47,13.7
11/15/10,2290.28,12.77
11/12/10,2326.11,12.14
11/10/10,2340.22,12.11
11/9/10,2335.51,12.09
11/8/10,2370.92,11.77
11/5/10,2375,12.61
11/4/10,2398.52,12.55
11/3/10,2379.99,12.27
11/2/10,2417.52,11.6
11/1/10,2391.83,11.74
10/29/10,2397.86,11.85
10/28/10,2378.92,11.61
10/27/10,2379.09,11.76
10/26/10,2395.93,12
10/25/10,2425.02,11.77
10/22/10,2415.18,11.79
10/21/10,2415.16,11.86
10/20/10,2432.78,12.65
10/19/10,2428.14,12.79
10/18/10,2421.12,13.68
10/15/10,2395.28,13.48
10/14/10,2427.17,13.11
10/13/10,2449.75,13.81
10/12/10,2459.35,14.11
10/8/10,2473.77,14.68
10/7/10,2482.17,16.15
10/6/10,2495.79,16.2
10/5/10,2471.38,15.92
10/4/10,2476.69,16.49
10/1/10,2469.22,16.47
9/30/10,2479.99,16.42
9/29/10,2478.55,16.68
9/28/10,2492.98,16.6
9/27/10,2473.81,16.61
9/24/10,2440.26,17.14
9/23/10,2461.79,17.03
9/22/10,2459.38,17.04
9/21/10,2444.2,17.49
9/20/10,2414.49,17.16
9/17/10,2400.96,17.09
9/16/10,2397.1,17.29
9/15/10,2412.98,17.14
9/14/10,2439.01,16.81
9/13/10,2417.94,16.69
9/10/10,2406.85,17.04
9/9/10,2417.24,17.47
9/8/10,2456.81,16.61
9/7/10,2474.47,16.37
9/3/10,2435.44,16.07
9/2/10,2456.67,15.77
9/1/10,2476.14,15.85
8/31/10,2519.56,14.95
8/30/10,2496.25,14.9
8/27/10,2460.84,14.42
8/26/10,2516.79,12.49
8/25/10,2500.95,12.43
8/24/10,2507.27,12.5
8/23/10,2472.32,12.19
8/20/10,2472.23,12.58
8/19/10,2475.8,12.54
8/18/10,2451.52,12.49
8/17/10,2440.99,12.66
8/16/10,2458.22,12.71
8/13/10,2410.74,11.58
8/12/10,2392.14,11.77
8/11/10,2395.79,11.85
8/10/10,2360.32,11.06
8/9/10,2361.24,11.32
8/6/10,2362.55,11.56
8/5/10,2340.99,11.27
8/4/10,2335.85,11.33
8/3/10,2344.25,11.37
8/2/10,2333.45,11.6
7/30/10,2359.16,11.06
7/29/10,2324.77,10.32
7/28/10,2325.83,10.79
7/27/10,2319.18,10.81
7/26/10,2337.25,10.6
7/23/10,2336.62,10.94
7/22/10,2358.45,11.19
7/21/10,2373.87,12.14
7/20/10,2354.55,12.02
7/19/10,2345.9,12.02
7/16/10,2355.57,11.93
7/15/10,2348.56,13.71
7/14/10,2327.3,13.7
7/13/10,2305.16,13.54
7/12/10,2324.04,13.26
7/9/10,2322.43,13.26
7/8/10,2334.34,13.14
7/7/10,2347.8,13.98
7/6/10,2366.24,13.98
7/2/10,2348.06,13.99
7/1/10,2369.9,13.77
6/30/10,2357.28,13.87
6/29/10,2346.81,14.26
6/28/10,2327.41,14.11
6/25/10,2307.99,14.32
6/24/10,2302.87,14.39
6/23/10,2310.99,15.09
6/22/10,2297.62,15.04
6/21/10,2276.4,15.01
6/18/10,2281.55,14.98
6/17/10,2290.15,15.61
6/16/10,2264.84,15.95
6/15/10,2255.73,18.11
6/14/10,2265.16,18.08
6/11/10,2283.36,18.19
6/10/10,2250.99,17.83
6/9/10,2287.13,17.1
6/8/10,2294.52,17.05
6/7/10,2285.87,17.43
6/4/10,2287.42,17.81
6/3/10,2234.06,16.6
6/2/10,2247.24,16.53
6/1/10,2256.76,16.51
5/31/10,2252.92,16.62
5/28/10,2252.92,16.61
5/27/10,2244.97,16.69
5/26/10,2281.05,15.81
5/25/10,2299.14,15.49
5/24/10,2281.08,15.68
5/21/10,2293.17,15.49
5/20/10,2274.71,15.44
5/19/10,2246.08,15.14
5/18/10,2242.2,15.2
5/17/10,2215.46,15.26
5/14/10,2223.51,15.16
5/13/10,2185.39,14.59
5/12/10,2181.75,15.02
5/11/10,2193.64,14.91
5/10/10,2196.06,14.93
5/7/10,2227.2,14.11
5/6/10,2259.67,13.16
5/5/10,2195.36,10.37
5/4/10,2183.68,10.67
5/3/10,2154.88,11.35
4/30/10,2160.31,11.35
4/29/10,2142.54,11.09
4/28/10,2129.22,10.93
4/27/10,2149.75,10.55
4/26/10,2118.11,9.56
4/23/10,2118.81,9.76
4/22/10,2127.63,9.68
4/21/10,2134.75,9.66
4/20/10,2116.9,9.39
4/19/10,2110.66,9.36
4/16/10,2118.04,9.29
4/15/10,2101.61,9.06
4/14/10,2101.63,9.55
4/13/10,2115.61,9.45
4/12/10,2107,9.36
4/9/10,2094.11,9.14
4/8/10,2090.23,9.14
4/7/10,2094.84,9.44
4/6/10,2067.8,8.77
4/5/10,2067.03,8.77
4/2/10,2076.62,9.61
4/1/10,2097.79,9.15
3/31/10,2101.6,9.29
3/30/10,2090.64,9.32
3/29/10,2089.39,9.77
3/26/10,2089.8,9.82
3/25/10,2082.07,9.8
3/24/10,2097.47,9.64
3/23/10,2133.18,8.52
3/22/10,2139.04,8.66
3/19/10,2135.38,8.72
3/18/10,2133.21,8.98
3/17/10,2137.76,9.63
3/16/10,2132.59,10.07
3/15/10,2119.16,9.91
3/12/10,2119.15,10.1
3/11/10,2111.74,10.28
3/10/10,2104.86,10.23
3/9/10,2107.75,10.23
3/8/10,2108.03,10.23
3/5/10,2116.12,10.26
3/4/10,2138.09,9.78
3/3/10,2129.62,9.83
3/2/10,2132.85,10.06
3/1/10,2135.57,10.08
2/26/10,2142.28,10.16
2/25/10,2126.86,10.29
2/24/10,2112.39,10.55
2/23/10,2113.55,11.34
2/22/10,2086.1,10.71
2/19/10,2092.6,10.66
2/18/10,2080.21,10.52
2/17/10,2091.72,10.71
2/16/10,2112.26,10.59
2/12/10,2106.07,10.59
2/11/10,2099.55,10.68
2/10/10,2109.01,10.69
2/9/10,2126.19,10.47
2/8/10,2138.27,10.31
2/5/10,2146.87,10.63
2/4/10,2131.97,10.46
2/3/10,2106.73,10.01
2/2/10,2127.14,10.41
2/1/10,2122.35,10.53
1/29/10,2136.51,11.27
1/28/10,2121.63,11.08
1/27/10,2125.15,11.24
1/26/10,2123.02,11.25
1/25/10,2124.8,11.27
1/22/10,2134.66,11.53
1/21/10,2133.82,11.57
1/20/10,2122.67,11.52
1/19/10,2106.95,11.31
1/15/10,2112.15,11.77
1/14/10,2099.65,11.73
1/13/10,2080.35,11.27
1/12/10,2100.09,11.28
1/11/10,2070.75,10.23
1/8/10,2076.57,10.53
1/7/10,2075.42,10.65
1/6/10,2078.22,10.82
1/5/10,2096.24,10.61
1/4/10,2078.03,10.16
12/31/09,2082.32,10.23
12/30/09,2092.92,10.26
12/29/09,2081.7,10.08
12/28/09,2069.76,10.81
12/24/09,2073.68,10.92
12/23/09,2092.16,10.76
12/22/09,2093.26,10.77
12/21/09,2104.95,10.66
12/18/09,2133.44,9.88
12/17/09,2146.45,9.72
12/16/09,2115.08,9.29
12/15/09,2114.11,9.55
12/14/09,2127.31,9.45
12/11/09,2122.89,10.47
12/10/09,2128.45,11.04
12/9/09,2148.29,10.88
12/8/09,2155.42,11.31
12/7/09,2146.68,11.61
12/4/09,2140.65,11.68
12/3/09,2165.45,11.16
12/2/09,2181.68,11.24
12/1/09,2185.33,11.45
11/30/09,2206.49,11.06
11/27/09,2202.79,11.3
11/25/09,2189.05,11.33
11/24/09,2180.44,12.2
11/23/09,2170.29,12.49
11/20/09,2168.16,13.5
11/19/09,2169.54,13.94
11/18/09,2163.93,14.18
11/17/09,2176.71,14.12
11/16/09,2174.4,14.11
11/13/09,2145.69,13.48
11/12/09,2137.04,13.95
11/10/09,2127.59,13.85
11/9/09,2130.44,13.88
11/6/09,2129.73,14.02
11/5/09,2124.76,14.31
11/4/09,2118.84,14.31
11/3/09,2143,13.97
11/2/09,2160.1,13.8
10/30/09,2168.77,13.75
10/29/09,2137.47,13.21
10/28/09,2163.53,13.12
10/27/09,2150.06,13
10/26/09,2126.71,12.65
10/23/09,2146.27,12.48
10/22/09,2157.63,12.39
10/21/09,2161.69,13.77
10/20/09,2180.47,13.51
10/19/09,2163.93,13.4
10/16/09,2156.45,14.11
10/15/09,2138.13,13.9
10/14/09,2149.37,14.27
10/13/09,2181.89,13.51
10/9/09,2160.26,13.24
10/8/09,2197.28,12.12
10/7/09,2223.82,11.55
10/6/09,2205.15,11.36
10/5/09,2213.46,11.37
10/2/09,2214.32,11.61
10/1/09,2225.48,12.42
9/30/09,2199.65,12.05
9/29/09,2204.93,12.15
9/28/09,2200.65,12.22
9/25/09,2188.33,12.32
9/24/09,2168.66,12.11
9/23/09,2162.95,12.62
9/22/09,2155.57,12.81
9/21/09,2147.65,12.99
9/18/09,2150.75,13.26
9/17/09,2167.15,13.5
9/16/09,2143.68,13.23
9/15/09,2146.54,13.65
9/14/09,2158.82,13.62
9/11/09,2171.38,14.21
9/10/09,2170.51,15.04
9/9/09,2127.46,13.96
9/8/09,2132.35,13.99
9/4/09,2140.36,13.96
9/3/09,2172.34,13.23
9/2/09,2182.55,13.09
9/1/09,2158.15,13.8
8/31/09,2156.92,14.22
8/28/09,2147.51,14.55
8/27/09,2144.71,14.71
8/26/09,2153.03,15.01
8/25/09,2145.47,15.01
8/24/09,2131.74,15.81
8/21/09,2111.99,16.06
8/20/09,2142.7,15.52
8/19/09,2132.54,15.97
8/18/09,2116.68,16.66
8/17/09,2122.79,17.48
8/14/09,2105.83,17.37
8/13/09,2098.59,17.34
8/12/09,2071.31,16.94
8/11/09,2084.18,16.87
8/10/09,2066.23,16.64
8/7/09,2043.92,16.25
8/6/09,2066.16,16.03
8/5/09,2056.66,16.48
8/4/09,2077.29,16.3
8/3/09,2087.82,16.35
7/31/09,2117.02,16.15
7/30/09,2080.52,15.52
7/29/09,2069.16,16.57
7/28/09,2057.49,16.55
7/27/09,2046.8,16.56
7/24/09,2059.15,16.66
7/23/09,2049.38,16.74
7/22/09,2081.34,16.12
7/21/09,2102.81,16.08
7/20/09,2078.69,15.78
7/17/09,2061.05,15.61
7/16/09,2081.12,15.65
7/15/09,2072.86,16.56
7/14/09,2107.18,15.86
7/13/09,2135.03,15.41
7/10/09,2144.73,17.76
7/9/09,2116.51,18.43
7/8/09,2153.87,17.54
7/7/09,2116.87,17.99
7/6/09,2106.46,18.03
7/2/09,2109.72,18.26
7/1/09,2098.54,18.96
6/30/09,2104.3,19.07
6/29/09,2107.84,19.08
6/26/09,2107.23,19.29
6/25/09,2098.65,19.24
6/24/09,2071.36,18.76
6/23/09,2083.39,18.94
6/22/09,2068.95,18.81
6/19/09,2042.81,18.77
6/18/09,2025.75,18.54
6/17/09,2064.97,18.37
6/16/09,2055.03,18.27
6/15/09,2043.52,18.16
6/12/09,2024.95,17.91
6/11/09,2010.25,17.7
6/10/09,1993.36,17.38
6/9/09,2012.7,17.34
6/8/09,2011.48,17.5
6/5/09,2007.91,17.72
6/4/09,2028.56,17.66
6/3/09,2064.67,17.2
6/2/09,2050.29,17.09
6/1/09,2032.01,16.76
5/29/09,2090.22,15.47
5/28/09,2046.08,13.97
5/27/09,2034.68,13.8
5/26/09,2074.49,12.94
5/22/09,2085.43,13.08
5/21/09,2105.39,13.35
5/20/09,2143.63,12.83
5/19/09,2129.66,12.88
5/18/09,2135.04,12.99
5/15/09,2156.72,12.77
5/14/09,2161.72,13.72
5/13/09,2158.39,13.96
5/12/09,2139.89,13.94
5/11/09,2135.11,14.01
5/8/09,2109.52,13.44
5/7/09,2108.49,13.45
5/6/09,2145.01,12.89
5/5/09,2148.05,13.23
5/4/09,2145.85,13.42
5/1/09,2139.3,13.37
4/30/09,2149.1,13.35
4/29/09,2154.07,13.35
4/28/09,2172.25,18.4
4/27/09,2197.2,18.14
4/24/09,2181.51,18.2
4/23/09,2200.61,18.03
4/22/09,2189.03,18.02
4/21/09,2208.55,17.98
4/20/09,2224.75,18.2
4/17/09,2197.45,18.06
4/16/09,2222.92,17.73
4/15/09,2240.7,19.08
4/14/09,2236.67,19.16
4/13/09,2227.1,19.17
4/9/09,2205.61,19.24
4/8/09,2233.78,19
4/7/09,2217.22,18.94
4/6/09,2207.89,19.34
4/3/09,2220.47,19.27
4/2/09,2260.32,18.47
4/1/09,2284.97,18.42
3/31/09,2266.2,19.27
3/30/09,2256.54,19.35
3/27/09,2248.52,20.73
3/26/09,2246.26,22.08
3/25/09,2230.3,21.98
3/24/09,2255.67,21.81
3/23/09,2241.69,22.49
3/20/09,2251.09,22.44
3/19/09,2258.57,22.54
3/18/09,2261.66,22.53
3/17/09,2169.89,18.8
3/16/09,2181.74,19.23
3/13/09,2200.72,19.73
3/12/09,2206.7,19.74
3/11/09,2195.46,20.17
3/10/09,2177.5,20.77
3/9/09,2203.1,21.23
3/6/09,2225.01,21.06
3/5/09,2224.36,21.11
3/4/09,2169.01,19.77
3/3/09,2179.57,21.07
3/2/09,2186.71,21.12
2/27/09,2162.33,20.73
2/26/09,2180.55,20.72
2/25/09,2188.73,21.34
2/24/09,2218.25,21.05
2/23/09,2215.17,21.41
2/20/09,2208.61,21.38
2/19/09,2181.23,20.99
2/18/09,2222.41,20.34
2/17/09,2236.72,20.28
2/13/09,2180.79,19.28
2/12/09,2234.33,18.65
2/11/09,2229.66,19.33
2/10/09,2212.33,19.16
2/9/09,2169.35,17.82
2/6/09,2171.99,17.98
2/5/09,2187.33,17.96
2/4/09,2180.48,17.85
2/3/09,2188.6,17.86
2/2/09,2220.84,17.53
1/30/09,2184.43,17.51
1/29/09,2191.82,19.26
1/28/09,2224.12,19.78
1/27/09,2268.22,19.03
1/26/09,2229.79,18.3
1/23/09,2238.38,18.31
1/22/09,2250.5,18.27
1/21/09,2275.04,18.17
1/20/09,2335.2,16.31
1/16/09,2352.19,16.32
1/15/09,2369.76,16.43
1/14/09,2364.75,16.43
1/13/09,2331.16,15.96
1/12/09,2335.22,17.75
1/9/09,2308.39,17.56
1/8/09,2307.32,17.63
1/7/09,2300.18,18.06
1/6/09,2298.06,18.56
1/5/09,2305.2,18.49
1/2/09,2350.35,18.77
12/31/08,2391.27,17.92
12/30/08,2439.71,16.18
12/29/08,2430.58,16.17
12/26/08,2433.08,16.09
12/24/08,2422.35,16.88
12/23/08,2427.32,16.69
12/22/08,2431.07,16.51
12/19/08,2435.19,16.74
12/18/08,2442.94,16.63
12/17/08,2403.29,16.38
12/16/08,2347.62,15.73
12/15/08,2306.23,15.32
12/12/08,2293.36,15.98
12/11/08,2284.99,16.29
12/10/08,2277.81,16.88
12/9/08,2284.98,17.22
12/8/08,2265.67,17.25
12/5/08,2274.69,17.96
12/4/08,2291.34,17.86
12/3/08,2264.19,17.76
12/2/08,2257.5,18
12/1/08,2250.18,17.99
11/28/08,2189.27,16.97
11/26/08,2175.93,16.95
11/25/08,2159.35,16.98
11/24/08,2126.47,17.42
11/21/08,2151.32,16.95
11/20/08,2148.74,17.49
11/19/08,2088.88,16.33
11/18/08,2054.26,15.78
11/17/08,2031.53,16.84
11/14/08,2021.63,16.76
11/13/08,1997.57,16.67
11/12/08,2018.42,16.56
11/10/08,2008.48,17.7
11/7/08,1991.97,18.8
11/6/08,2003.24,18.81
11/5/08,2005.16,18.86
11/4/08,1986.78,18.72
11/3/08,1958.37,18.16
10/31/08,1949.44,18.14
10/30/08,1967.83,20.19
10/29/08,1978.41,20.16
10/28/08,1998.03,20.06
10/27/08,2016.01,19.96
10/24/08,2018.95,21.24
10/23/08,2048.18,21.14
10/22/08,2020.84,20.73
10/21/08,2003.79,20.57
10/20/08,1975.62,20.24
10/17/08,1965.92,20.16
10/16/08,1983.04,20.04
10/15/08,1978.3,20.08
10/14/08,1983.62,20.14
10/10/08,2015.07,19.71
10/9/08,2018.42,19.73
10/8/08,2043.2,19.37
10/7/08,2078.29,18.59
10/6/08,2099.37,18.27
10/3/08,2053.64,17.24
10/2/08,2052.46,17.24
10/1/08,2031.03,17.02
9/30/08,2015.24,16.9
9/29/08,2059.21,15.52
9/26/08,2014.36,14.13
9/25/08,2003.52,14.11
9/24/08,2012.81,14.14
9/23/08,2002,14.12
9/22/08,2007.34,14.26
9/19/08,2018.81,14.28
9/18/08,2083.8,10.13
9/17/08,2090.27,10.62
9/16/08,2084.2,10.88
9/15/08,2078.33,11.03
9/12/08,2030.64,8.88
9/11/08,2056.48,7.81
9/10/08,2051.46,7.89
9/9/08,2059.79,7.73
9/8/08,2042.82,7.52
9/5/08,2040.29,7.97
9/4/08,2040.2,8.68
9/3/08,2031.19,9.14
9/2/08,2021.53,9.29
8/29/08,2007.25,9.2
8/28/08,2014.68,9.08
8/27/08,2015.96,9.15
8/26/08,2013.14,9.51
8/25/08,2011.62,10.21
8/22/08,1996.51,9.98
8/21/08,1997.29,10.17
8/20/08,2002.9,10.82
8/19/08,1995.38,10.77
8/18/08,2001.02,10.77
8/15/08,1992.79,10.81
8/14/08,1983.18,10.78
8/13/08,1970.11,10.63
8/12/08,1976.64,10.68
8/11/08,1960.77,10.41
8/8/08,1972.66,10.24
8/7/08,1971.71,10.39
8/6/08,1944.49,9.82
8/5/08,1955.11,9.67
8/4/08,1962.88,9.72
8/1/08,1965.53,9.72
7/31/08,1958.62,9.84
7/30/08,1947.96,9.8
7/29/08,1949.9,9.97
7/28/08,1952.56,9.95
7/25/08,1932.5,9.54
7/24/08,1951.37,9.12
7/23/08,1929.12,9.03
7/22/08,1938.08,8.91
7/21/08,1943.36,9.33
7/18/08,1939.68,9.31
7/17/08,1945.29,9.62
7/16/08,1959.78,9.62
7/15/08,1982.48,9.12
7/14/08,1980.58,9.33
7/11/08,1966.91,9.21
7/10/08,1990.89,8.43
7/9/08,1988.51,8.82
7/8/08,1981.49,9.13
7/7/08,1971.22,9.53
7/3/08,1963.47,9.76
7/2/08,1967.94,10.12
7/1/08,1958.16,10.03
6/30/08,1960.05,10.17
6/27/08,1958.98,10.18
6/26/08,1946.85,10
6/25/08,1931.29,10
6/24/08,1932.7,10.03
6/23/08,1920.6,10.4
6/20/08,1923.08,10.41
6/19/08,1910.59,10.28
6/18/08,1916.25,10.61
6/17/08,1902.81,10.4
6/16/08,1902.76,10.54
6/13/08,1897.28,10.47
6/12/08,1905.3,10.69
6/11/08,1923.97,10.4
6/10/08,1921.81,10.58
6/9/08,1939.79,10.24
6/6/08,1940.05,10.3
6/5/08,1923.24,10.02
6/4/08,1937.47,10.04
6/3/08,1949.44,9.89
6/2/08,1935.58,9.62
5/30/08,1927.01,9.66
5/29/08,1915.69,9.45
5/28/08,1929.9,9.23
5/27/08,1944.14,9.75
5/23/08,1963.23,9.57
5/22/08,1947.46,9.2
5/21/08,1964.86,9.07
5/20/08,1970.38,9.11
5/19/08,1959.57,9.44
5/16/08,1956.64,9.42
5/15/08,1956.64,9.56
5/14/08,1940.96,9.86
5/13/08,1946.07,9.85
5/12/08,1969.4,9.22
5/9/08,1969.01,9.58
5/8/08,1960.72,9.54
5/7/08,1944.79,9.25
5/6/08,1939.5,9.27
5/5/08,1952.12,9.13
5/2/08,1953.87,9.17
5/1/08,1970.99,10.21
4/30/08,1966.16,10.38
4/29/08,1954.32,10.64
4/28/08,1951.64,10.79
4/25/08,1944.88,11
4/24/08,1954.23,11.59
4/23/08,1969.34,11.46
4/22/08,1971.8,12.26
4/21/08,1970.94,12.82
4/18/08,1960.79,13.2
4/17/08,1962.86,13.26
4/16/08,1966.2,13.31
4/15/08,1991.87,13.29
4/14/08,2006.57,13.22
4/11/08,2013.71,13.17
4/10/08,2003.12,13.99
4/9/08,2011.48,14.3
4/8/08,1992.31,14.08
4/7/08,1994.33,14.06
4/4/08,2006.55,14.28
4/3/08,1984.36,13.97
4/2/08,1983.82,14.32
4/1/08,1986.66,14.31
3/31/08,2004.63,14.2
3/28/08,1998.11,14.24
3/27/08,1990.32,14.93
3/26/08,2000.59,14.88
3/25/08,2005.54,15.01
3/24/08,2002.18,15.06
3/20/08,2037.8,14.08
3/19/08,2025.54,14.68
3/18/08,2006.5,14.47
3/17/08,2021.31,14.32
3/14/08,2006.75,14.28
3/13/08,1983.03,13.89
3/12/08,1992.89,14.05
3/11/08,1964.8,13.67
3/10/08,1989.4,13.26
3/7/08,1967,12.79
3/6/08,1958.27,12.94
3/5/08,1949.74,14.25
3/4/08,1974.65,13.92
3/3/08,1986.62,14.25
2/29/08,1987.37,14.3
2/28/08,1954.12,13.53
2/27/08,1930.45,12.98
2/26/08,1927.61,13.31
2/25/08,1924.49,13.32
2/22/08,1943.38,13.19
2/21/08,1947.59,13.68
2/20/08,1925.8,13.29
2/19/08,1927.22,13.3
2/15/08,1941.07,13.18
2/14/08,1930.93,13.1
2/13/08,1958.34,12.4
2/12/08,1965.52,12.95
2/11/08,1978.46,12.87
2/8/08,1969.29,13.17
2/7/08,1954.54,13.19
2/6/08,1980.82,12.66
2/5/08,1986.76,12.72
2/4/08,1977.59,13.49
2/1/08,1987.87,13.42
1/31/08,1978.93,13.44
1/30/08,1961.38,13.44
1/29/08,1979.37,13.08
1/28/08,1990.85,13.08
1/25/08,1989.34,13.51
1/24/08,1974.11,13.56
1/23/08,2015.96,12.41
1/22/08,2005.04,12.45
1/18/08,1982.33,12.79
1/17/08,1989.93,13.1
1/16/08,1974.83,13
1/15/08,1980.44,12.96
1/14/08,1962.34,12.83
1/11/08,1957.39,12.91
1/10/08,1943.99,12.91
1/9/08,1968,12.47
1/8/08,1959.05,12.78
1/7/08,1961.64,13.81
1/4/08,1956.05,13.82
1/3/08,1950.69,13.81
1/2/08,1953.82,13.79
12/31/07,1928.04,13.34
12/28/07,1915.32,13.21
12/27/07,1894.14,13.06
12/26/07,1879.51,12.85
12/24/07,1892.92,12.67
12/21/07,1901.58,12.72
12/20/07,1928.22,11.92
12/19/07,1917.86,11.85
12/18/07,1907.72,11.85
12/17/07,1890.92,11.58
12/14/07,1881.92,11.64
12/13/07,1892.98,11.99
12/12/07,1911.21,11.94
12/11/07,1923.61,11.74
12/10/07,1894.85,10.91
12/7/07,1900.02,10.91
12/6/07,1923.62,10.18
12/5/07,1942.04,9.78
12/4/07,1949.98,9.69
12/3/07,1948.72,9.69
11/30/07,1935.8,9.91
11/29/07,1945.26,9.72
11/28/07,1931.78,10.05
11/27/07,1943.11,9.76
11/26/07,1962.42,9.01
11/23/07,1928.37,7.9
11/21/07,1921.68,7.96
11/20/07,1917.73,7.98
11/19/07,1917.75,7.97
11/16/07,1906.08,8.89
11/15/07,1903.74,8.9
11/14/07,1886.51,8.59
11/13/07,1886.81,8.6
11/9/07,1888.99,8.6
11/8/07,1877.12,8.46
11/7/07,1872.4,8.6
11/6/07,1872.72,8.61
11/5/07,1880.04,8.49
11/2/07,1884.28,8.42
11/1/07,1872.71,8.37
10/31/07,1850.71,8.93
10/30/07,1867.33,8.73
10/29/07,1868.58,8.8
10/26/07,1864.8,8.79
10/25/07,1870.06,8.74
10/24/07,1872.76,8.98
10/23/07,1860.17,8.85
10/22/07,1863.62,8.84
10/19/07,1859.74,9.01
10/18/07,1841.03,9.23
10/17/07,1833.11,9.17
10/16/07,1811.55,8.76
10/15/07,1811.74,8.76
10/12/07,1809.91,8.77
10/11/07,1814.55,8.95
10/10/07,1817.57,8.96
10/9/07,1817.04,8.99
10/5/07,1815.97,9.09
10/4/07,1838.19,8.23
10/3/07,1833.62,8.24
10/2/07,1836.1,8.25
10/1/07,1831.25,8.28
9/28/07,1824.94,8.31
9/27/07,1823.94,8.67
9/26/07,1812.24,8.96
9/25/07,1813.4,8.97
9/24/07,1814.57,9.01
9/21/07,1811.32,9
9/20/07,1802.2,8.91
9/19/07,1827.84,7.65
9/18/07,1839.93,8.32
9/17/07,1846.11,8.22
9/14/07,1844.56,8.35
9/13/07,1841.02,8.39
9/12/07,1853.11,8.05
9/11/07,1860.77,7.89
9/10/07,1863.28,7.89
9/7/07,1852.1,7.8
9/6/07,1829.76,7.08
9/5/07,1833.39,7.48
9/4/07,1819.05,7.25
8/31/07,1819.82,7.24
8/30/07,1823.53,7.18
8/29/07,1812.08,7.16
8/28/07,1815.73,7.15
8/27/07,1810.96,7.32
8/24/07,1802.76,7.42
8/23/07,1800.08,7.65
8/22/07,1794.98,7.64
8/21/07,1798.14,7.71
8/20/07,1791.49,7.87
8/17/07,1783.99,8.53
8/16/07,1797.53,8.12
8/15/07,1779.67,7.91
8/14/07,1782.19,8.43
8/13/07,1776.02,8.56
8/10/07,1774.02,8.59
8/9/07,1771.2,9.03
8/8/07,1768.39,9.12
8/7/07,1790.01,8.22
8/6/07,1789.53,8.29
8/3/07,1796.38,8.31
8/2/07,1789.6,8.29
8/1/07,1787.38,8.5
7/31/07,1786.55,8.64
7/30/07,1778.65,8.7
7/27/07,1780.43,8.68
7/26/07,1782.24,8.68
7/25/07,1765.17,8.37
7/24/07,1758.01,8.52
7/23/07,1756.5,9.37
7/20/07,1756.31,9.39
7/19/07,1745.67,9.27
7/18/07,1748.62,10.07
7/17/07,1736.99,9.87
7/16/07,1743.71,9.9
7/13/07,1730.84,9.72
7/12/07,1727.96,9.84
7/11/07,1733.53,9.81
7/10/07,1741.75,9.72
7/9/07,1720.35,8.9
7/6/07,1713.4,8.78
7/5/07,1721.58,8.7
7/3/07,1736.81,8.36
7/2/07,1745.4,8.34
6/29/07,1739.99,8.3
6/28/07,1722.78,7.74
6/27/07,1728.51,7.78
6/26/07,1722.12,7.66
6/25/07,1726.34,7.66
6/22/07,1714.42,7.24
6/21/07,1709.51,7.12
6/20/07,1717.52,7.13
6/19/07,1724.33,7.14
6/18/07,1714.23,6.78
6/15/07,1710.81,6.76
6/14/07,1703.72,6.74
6/13/07,1707.17,6.75
6/12/07,1694.97,6.2
6/11/07,1714.92,5.41
6/8/07,1717.36,6.13
6/7/07,1720.31,6.13
6/6/07,1742.44,5.04
6/5/07,1744.03,5.06
6/4/07,1752.26,5.02
6/1/07,1744.67,4.87
5/31/07,1754.79,4.6
5/30/07,1754.52,4.61
5/29/07,1753.63,4.74
5/25/07,1754.83,5.01
5/24/07,1755.29,5.16
5/23/07,1754.28,5.18
5/22/07,1759.58,5.11
5/21/07,1767.29,4.94
5/18/07,1763.57,4.93
5/17/07,1772,5
5/16/07,1779.72,4.87
5/15/07,1778.3,4.87
5/14/07,1781.99,4.85
5/11/07,1784,4.83
5/10/07,1788.12,4.81
5/9/07,1784.65,4.78
5/8/07,1792.09,4.62
5/7/07,1793.28,4.67
5/4/07,1790.83,4.7
5/3/07,1783.76,4.59
5/2/07,1788.19,5.19
5/1/07,1788.19,5.24
4/30/07,1788.18,5.27
4/27/07,1773.59,4.64
4/26/07,1776.15,4.63
4/25/07,1783.09,4.5
4/24/07,1787.25,4.55
4/23/07,1782.59,4.72
4/20/07,1778.37,4.8
4/19/07,1779.23,5.32
4/18/07,1781.69,5.31
4/17/07,1775.82,5.28
4/16/07,1766.88,4.99
4/13/07,1760.11,4.81
4/12/07,1763.53,4.96
4/11/07,1762.67,4.95
4/10/07,1764.24,5.03
4/9/07,1760.98,6.17
4/5/07,1770.65,6.22
4/4/07,1774.61,6.37
4/3/07,1773.01,6.48
4/2/07,1775.55,6.48
3/30/07,1774.31,6.5
3/29/07,1777.23,6.49
3/28/07,1777.33,6.52
3/27/07,1779.99,6.9
3/26/07,1784.18,6.87
3/23/07,1780.47,6.88
3/22/07,1783.87,7.09
3/21/07,1798.95,6.53
3/20/07,1794.98,6.53
3/19/07,1791.72,6.62
3/16/07,1795.68,6.56
3/15/07,1796.54,6.54
