Security,LUTLTRUU Index,
Start Date,1/31/73 0:00,
End Date,7/24/25 0:00,
Period,D,
,,
Date,PX_LAST,VOLATILITY_30D
5/2/18,3427.39,8.92
5/1/18,3425.25,9.52
4/30/18,3448.5,9.33
4/27/18,3430.51,9.36
4/26/18,3401.72,8.97
4/25/18,3382.11,8.8
4/24/18,3404.56,8.61
4/23/18,3419.6,8.86
4/20/18,3420.45,8.98
4/19/18,3441.38,8.91
4/18/18,3476.32,8.43
4/17/18,3505,8
4/16/18,3485.35,7.94
4/13/18,3481.6,7.96
4/12/18,3479.5,8.05
4/11/18,3500.44,8.2
4/10/18,3493.72,8.45
4/9/18,3493.54,8.72
4/6/18,3491.7,8.85
4/5/18,3457.94,8.42
4/4/18,3484.12,8.32
4/3/18,3490.15,8.29
4/2/18,3518.48,8.66
3/30/18,3516.87,8.75
3/29/18,3516.87,8.75
3/28/18,3490.62,8.65
3/27/18,3480.41,9.14
3/26/18,3455.45,8.92
3/23/18,3453.3,8.92
3/22/18,3456.61,8.92
3/21/18,3419.23,8.37
3/20/18,3429.23,9.15
3/19/18,3448.52,9.1
3/16/18,3446.65,9.25
3/15/18,3457.99,10.38
3/14/18,3460.01,10.86
3/13/18,3433.65,10.78
3/12/18,3417.23,10.76
3/9/18,3399.2,10.63
3/8/18,3413.89,10.67
3/7/18,3402.19,11.08
3/6/18,3410.69,11.17
3/5/18,3401.85,11.24
3/2/18,3412.73,11.23
3/1/18,3439.28,11.09
2/28/18,3413.53,10.89
2/27/18,3385.97,10.47
2/26/18,3399.17,10.56
2/23/18,3395.81,10.58
2/22/18,3368.07,10.33
2/21/18,3357.71,10.22
2/20/18,3395.63,10.34
2/16/18,3405.91,10.34
2/15/18,3400.72,10.31
2/14/18,3381,10.03
2/13/18,3411.72,10.02
2/12/18,3406.63,10.36
2/9/18,3405.06,10.44
2/8/18,3406.17,10.42
2/7/18,3416.8,11.21
2/6/18,3460.1,10.87
2/5/18,3445.64,10.74
2/2/18,3426.56,10.84
2/1/18,3481.24,10.15
1/31/18,3519.21,10.46
1/30/18,3496.63,10.47
1/29/18,3517.68,10.47
1/26/18,3534.93,10.53
1/25/18,3553.88,10.8
1/24/18,3519.98,10.34
1/23/18,3541.84,10.22
1/22/18,3526.12,10.1
1/19/18,3534.4,10.45
1/18/18,3548.79,10.46
1/17/18,3573.13,10.51
1/16/18,3582.52,10.49
1/12/18,3570.97,11.2
1/11/18,3564.96,11.21
1/10/18,3547.92,11.37
1/9/18,3550.54,11.38
1/8/18,3595.16,10.77
1/5/18,3596.34,10.78
1/4/18,3611.26,10.75
1/3/18,3612.37,10.84
1/2/18,3595.49,10.75
12/29/17,3636.65,10.17
12/28/17,3626.56,10.24
12/27/17,3632.41,10.61
12/26/17,3590.53,10.15
12/22/17,3571.6,10.05
12/21/17,3575.38,10.8
12/20/17,3550.12,10.61
12/19/17,3581.73,10.31
12/18/17,3631.91,9.52
12/15/17,3665.65,9.12
12/14/17,3654.73,9.1
12/13/17,3639.83,9.16
12/12/17,3609.6,8.88
12/11/17,3616.36,8.84
12/8/17,3612.99,9.26
12/7/17,3612.66,9.3
12/6/17,3648.61,8.69
12/5/17,3639.81,8.93
12/4/17,3616.6,8.99
12/1/17,3622.23,8.96
11/30/17,3575.27,8.88
11/29/17,3584.64,8.92
11/28/17,3615.76,8.9
11/27/17,3615.46,8.95
11/24/17,3616.9,8.97
11/22/17,3625.25,9.17
11/21/17,3614.92,9.2
11/20/17,3598.81,9.12
11/17/17,3598.22,9.21
11/16/17,3590.6,9.24
11/15/17,3606.48,9.17
11/14/17,3571.39,8.72
11/13/17,3553.63,8.61
11/10/17,3547.63,8.6
11/9/17,3594.3,7.6
11/8/17,3607.37,7.51
11/7/17,3616.54,8.97
11/6/17,3599.45,8.87
11/3/17,3582.84,9
11/2/17,3578.39,9.01
11/1/17,3558.09,8.86
10/31/17,3549.82,8.84
10/30/17,3545.87,8.84
10/27/17,3511.04,8.37
10/26/17,3496.72,8.26
10/25/17,3500.22,8.31
10/24/17,3519.93,8.22
10/23/17,3539.36,8.24
10/20/17,3535.35,8.66
10/19/17,3576.39,8.05
10/18/17,3561.72,8.37
10/17/17,3591.94,8.19
10/16/17,3579.79,9.27
10/13/17,3585.68,9.5
10/12/17,3559.91,9.32
10/11/17,3545.74,9.21
10/10/17,3542.64,9.22
10/6/17,3525.42,9.07
10/5/17,3532.9,9.13
10/4/17,3542.58,9.15
10/3/17,3545.35,9.41
10/2/17,3548.76,9.49
9/29/17,3552.51,9.54
9/28/17,3545.84,9.52
9/27/17,3548.96,9.63
9/26/17,3606.26,8.44
9/25/17,3612.62,8.66
9/22/17,3588.19,8.46
9/21/17,3580.36,8.44
9/20/17,3572.85,8.57
9/19/17,3579.03,8.9
9/18/17,3584.34,9.03
9/15/17,3604.18,8.85
9/14/17,3599.3,9.13
9/13/17,3592.25,9.31
9/12/17,3604.48,9.24
9/11/17,3625.9,9.31
9/8/17,3662.59,8.67
9/7/17,3665.03,8.74
9/6/17,3635.07,8.77
9/5/17,3656.77,8.51
9/1/17,3604.65,8.65
8/31/17,3630.93,8.48
8/30/17,3615.73,8.56
8/29/17,3616.17,8.57
8/28/17,3611.55,8.57
8/25/17,3609.36,8.82
8/24/17,3598.17,8.81
8/23/17,3609.92,8.72
8/22/17,3585.42,8.71
8/21/17,3601.67,8.66
8/18/17,3592.47,8.65
8/17/17,3589.1,8.66
8/16/17,3573.17,8.82
8/15/17,3553.12,9.09
8/14/17,3575.16,8.88
8/11/17,3584.44,8.94
8/10/17,3580.55,9.04
8/9/17,3561.35,9.13
8/8/17,3531.76,8.87
8/7/17,3549.37,9.11
8/4/17,3543.76,9.16
8/3/17,3568.73,8.96
8/2/17,3545.43,8.7
8/1/17,3540.81,8.71
7/31/17,3510.36,8.75
7/28/17,3513.08,8.75
7/27/17,3492.58,8.53
7/26/17,3512.79,8.39
7/25/17,3500.62,9.39
7/24/17,3547.28,8.47
7/21/17,3564.78,8.36
7/20/17,3543.5,8.17
7/19/17,3537.26,8.21
7/18/17,3534.08,8.32
7/17/17,3506.84,8.13
7/14/17,3496.69,8.17
7/13/17,3488.87,8.75
7/12/17,3505.15,8.66
7/11/17,3485.68,8.61
7/10/17,3485.09,8.79
7/7/17,3476.35,8.76
7/6/17,3495.37,8.62
7/5/17,3524.73,8.21
7/3/17,3517.89,8.35
6/30/17,3532.19,8.25
6/29/17,3546.7,8.13
6/28/17,3570.13,7.84
6/27/17,3589.39,8.95
6/26/17,3620.68,8.37
6/23/17,3609.43,8.43
6/22/17,3603.39,8.59
6/21/17,3604,8.58
6/20/17,3597.82,8.61
6/19/17,3565.6,8.49
6/16/17,3568.58,8.61
6/15/17,3566.69,8.61
6/14/17,3569.53,9.04
6/13/17,3519.89,8.17
6/12/17,3515.97,8.27
6/9/17,3523.67,8.78
6/8/17,3522.97,8.8
6/7/17,3533.29,8.72
6/6/17,3549.13,8.56
6/5/17,3530.5,8.98
6/2/17,3546.97,9
6/1/17,3511.04,8.5
5/31/17,3518.19,8.61
5/30/17,3501.32,8.56
5/26/17,3481.65,9.21
5/25/17,3479.33,9.31
5/24/17,3471.27,9.58
5/23/17,3464.19,9.56
5/22/17,3480.88,9.86
5/19/17,3484.76,9.86
5/18/17,3484.26,9.89
5/17/17,3487.69,9.89
5/16/17,3429.53,8.57
5/15/17,3420.52,8.55
5/12/17,3425.92,8.75
5/11/17,3400.62,8.49
5/10/17,3398.11,8.66
5/9/17,3399.98,8.73
5/8/17,3412.89,8.8
5/5/17,3426.16,8.79
5/4/17,3420.81,8.86
5/3/17,3448.23,8.53
5/2/17,3436.09,8.68
5/1/17,3418.06,8.79
4/28/17,3449.96,8.28
4/27/17,3441.52,8.31
4/26/17,3438.52,8.48
4/25/17,3432.53,9.11
4/24/17,3463.57,8.54
4/21/17,3481.08,8.43
4/20/17,3481.38,8.41
4/19/17,3498.13,8.59
4/18/17,3510.4,8.79
4/17/17,3466.68,8.19
4/13/17,3482.28,8.06
4/12/17,3455.12,7.8
4/11/17,3454.18,7.85
4/10/17,3420.62,9.29
4/7/17,3412.14,9.3
4/6/17,3417.61,9.42
4/5/17,3408.83,10.02
4/4/17,3415.34,10.02
4/3/17,3419.99,10.01
3/31/17,3397.53,9.83
3/30/17,3391.09,9.86
3/29/17,3410.56,9.88
3/28/17,3398.34,10.01
3/27/17,3416.42,10
3/24/17,3404.07,10.02
3/23/17,3389.43,9.95
3/22/17,3397.36,10.26
3/21/17,3375.03,10.5
3/20/17,3350.97,10.38
3/17/17,3337.43,10.91
3/16/17,3323.97,10.96
3/15/17,3338.61,10.88
3/14/17,3298.31,10.26
3/13/17,3286,10.32
3/10/17,3296.76,10.3
3/9/17,3292.5,10.44
3/8/17,3315.61,10.28
3/7/17,3336.22,10.46
3/6/17,3342.94,11
3/3/17,3349.37,11.45
3/2/17,3348.55,11.46
3/1/17,3354.78,11.7
2/28/17,3416.37,10.77
2/27/17,3406.48,11.07
2/24/17,3424.02,10.99
2/23/17,3384.38,10.39
2/22/17,3375.81,10.39
2/21/17,3374.44,10.39
2/17/17,3375.18,10.6
2/16/17,3363.39,10.71
2/15/17,3339.82,11.43
2/14/17,3357.86,11.32
2/13/17,3375.2,11.21
2/10/17,3387.87,11.27
2/9/17,3392.76,11.25
2/8/17,3422.22,11.15
2/7/17,3388.99,10.95
2/6/17,3371.74,10.89
2/3/17,3332.47,10.35
2/2/17,3350.31,10.28
2/1/17,3349.11,10.43
1/31/17,3363.95,10.72
1/30/17,3347.28,10.85
1/27/17,3355.66,10.81
1/26/17,3338.12,10.73
1/25/17,3329.16,10.72
1/24/17,3358.97,10.33
1/23/17,3398.55,10.34
1/20/17,3364.23,10.36
1/19/17,3371.14,10.64
1/18/17,3398.87,10.41
1/17/17,3433.14,9.89
1/13/17,3402.72,9.74
1/12/17,3412,10.59
1/11/17,3414.5,11.11
1/10/17,3405.97,11.17
1/9/17,3408.03,11.32
1/6/17,3385.49,11.15
1/5/17,3408.2,10.98
1/4/17,3358.54,10.04
1/3/17,3354.56,10.04
12/30/16,3350.77,10.13
12/29/16,3330.76,10.36
12/28/16,3328.54,10.65
12/27/16,3298.12,10.21
12/23/16,3312.49,10.72
12/22/16,3302.37,10.82
12/21/16,3306.06,16.26
12/20/16,3290.8,16.09
12/19/16,3308.44,16.09
12/16/16,3274.9,15.76
12/15/16,3295.55,15.76
12/14/16,3295.76,15.79
12/13/16,3298.99,15.9
12/12/16,3291.81,16.02
12/9/16,3292.68,16
12/8/16,3331.83,15.95
12/7/16,3364.22,15.85
12/6/16,3335.91,15.55
12/5/16,3350.6,15.55
12/2/16,3345.6,15.54
12/1/16,3323.72,15.35
11/30/16,3368.72,15.06
11/29/16,3405.35,14.94
11/28/16,3389.51,15.01
11/25/16,3368.34,15.11
11/23/16,3365.37,15.32
11/22/16,3373.88,15.32
11/21/16,3373.23,15.29
11/18/16,3371.37,15.25
11/17/16,3388.43,15.24
11/16/16,3423.74,15.1
11/15/16,3398.32,14.97
11/14/16,3396.85,14.95
11/10/16,3439.07,14.86
11/9/16,3467.01,14.92
11/8/16,3616.57,8.8
11/7/16,3632.13,9.32
11/4/16,3652.41,9.3
11/3/16,3633.46,9.15
11/2/16,3655.07,9.44
11/1/16,3650.5,9.59
10/31/16,3638.67,9.56
10/28/16,3620.08,9.41
10/27/16,3629.04,9.48
10/26/16,3668.83,9.03
10/25/16,3690.49,8.99
10/24/16,3680.77,9.67
10/21/16,3694.82,9.63
10/20/16,3691.03,10.27
10/19/16,3680.6,11.08
10/18/16,3682.16,11.09
10/17/16,3674.61,11.35
10/14/16,3652.53,11.23
10/13/16,3703.15,10.62
10/12/16,3680.63,10.39
10/11/16,3690.72,10.4
10/7/16,3704.63,11.36
10/6/16,3710.86,11.5
10/5/16,3726.33,11.49
10/4/16,3746.66,11.41
10/3/16,3792.22,10.88
9/30/16,3793.4,11.28
9/29/16,3833.24,10.95
9/28/16,3822.2,10.95
9/27/16,3828.27,11.01
9/26/16,3795.3,10.74
9/23/16,3786.57,10.91
9/22/16,3777.62,11.25
9/21/16,3747.84,11.34
9/20/16,3728.91,11.35
9/19/16,3720.04,11.62
9/16/16,3715.05,11.63
9/15/16,3702.31,11.89
9/14/16,3719.77,12.09
9/13/16,3702.98,11.97
9/12/16,3749.44,11.68
9/9/16,3749.41,11.9
9/8/16,3796.86,11.67
9/7/16,3856.57,10.7
9/6/16,3854.92,11.04
9/2/16,3827.51,10.85
9/1/16,3854.86,10.62
8/31/16,3855.46,10.63
8/30/16,3850.96,10.63
8/29/16,3863.06,10.66
8/26/16,3809.58,9.91
8/25/16,3836.28,9.67
8/24/16,3850.8,10.01
8/23/16,3856.54,10.76
8/22/16,3857.04,11.16
8/19/16,3821.32,11.54
8/18/16,3841.85,11.67
8/17/16,3831.59,11.79
8/16/16,3815.22,11.72
8/15/16,3829.69,11.7
8/12/16,3858.01,13.02
8/11/16,3824.01,13.15
8/10/16,3864.8,12.86
8/9/16,3844.24,12.76
8/8/16,3814.32,12.54
8/5/16,3807.72,14.72
8/4/16,3847.82,15.83
8/3/16,3821.71,16.18
8/2/16,3826.01,16.17
8/1/16,3858.93,15.96
7/29/16,3892.41,15.9
7/28/16,3861.86,16.03
7/27/16,3861.07,16.13
7/26/16,3826.23,15.94
7/25/16,3817.67,15.94
7/22/16,3817.52,15.95
7/21/16,3809.35,16.01
7/20/16,3810.47,16.07
7/19/16,3825.76,16
7/18/16,3806.92,15.97
7/15/16,3807.56,16.06
7/14/16,3842.77,16.06
7/13/16,3893.55,15.42
7/12/16,3856.55,15.28
7/11/16,3911.24,14.39
7/8/16,3943.41,14.05
7/7/16,3921.32,14.09
7/6/16,3913.04,14.28
7/5/16,3924.53,14.23
7/1/16,3848.31,13.29
6/30/16,3807.03,13.07
6/29/16,3828.51,13
6/28/16,3830.76,14.34
6/27/16,3829.02,14.33
6/24/16,3732.18,12.61
6/23/16,3644.77,10.83
6/22/16,3683.53,10.45
6/21/16,3684.06,10.54
6/20/16,3698.97,10.43
6/17/16,3726.85,10.09
6/16/16,3757.74,9.76
6/15/16,3731.8,9.77
6/14/16,3728.69,9.78
6/13/16,3722.3,10.16
6/10/16,3711.16,10.67
6/9/16,3690.38,10.67
6/8/16,3667.57,10.57
6/7/16,3655.54,10.86
6/6/16,3647,11.03
6/3/16,3663.14,10.98
6/2/16,3616.99,10.43
6/1/16,3590.56,10.36
5/31/16,3586.85,10.96
5/27/16,3579.25,10.94
5/26/16,3585.83,11
5/25/16,3559.51,10.91
5/24/16,3575.61,10.88
5/23/16,3580.93,10.98
5/20/16,3577.65,11.21
5/19/16,3580.41,11.21
5/18/16,3548.47,11.02
5/17/16,3612,10.38
5/16/16,3605.34,10.53
5/13/16,3632.84,10.82
5/12/16,3598.31,10.47
5/11/16,3617.96,10.32
5/10/16,3598.69,10.38
5/9/16,3595.27,10.67
5/6/16,3589.08,10.81
5/5/16,3601.19,10.8
5/4/16,3576.22,10.66
5/3/16,3564.66,11.21
5/2/16,3526.3,10.76
4/29/16,3558.63,10.83
4/28/16,3538.66,10.75
4/27/16,3535.52,10.97
4/26/16,3501.18,10.59
4/25/16,3518.89,10.49
4/22/16,3530.1,10.47
4/21/16,3536.97,10.77
4/20/16,3554.58,10.7
4/19/16,3596.11,10.38
4/18/16,3600.76,10.83
4/15/16,3615.89,10.72
4/14/16,3594.79,10.95
4/13/16,3607.66,10.97
4/12/16,3589.61,10.91
4/11/16,3617.25,11.73
4/8/16,3619.17,11.75
4/7/16,3646.12,12.06
4/6/16,3602.75,11.61
4/5/16,3625.04,11.44
4/4/16,3583.88,10.99
4/1/16,3576.48,10.99
3/31/16,3576.53,11.06
3/30/16,3553.31,11.29
3/29/16,3581.29,11.33
3/28/16,3559.41,11.33
3/24/16,3545.16,11.95
3/23/16,3554.85,12.12
3/22/16,3512.08,11.61
3/21/16,3504.87,11.59
3/18/16,3540.19,12.87
3/17/16,3528.48,12.87
3/16/16,3502.01,12.68
3/15/16,3508.64,12.74
3/14/16,3502.6,13.83
3/11/16,3492.61,13.87
3/10/16,3522.14,13.74
3/9/16,3532.06,13.7
3/8/16,3560.6,13.45
3/7/16,3522.19,13.12
3/4/16,3519.33,13.16
3/3/16,3548.65,12.94
3/2/16,3529.62,13.08
3/1/16,3520.37,13.28
2/29/16,3576.54,12.24
2/26/16,3566.62,12.72
2/25/16,3607.7,12.41
2/24/16,3590.22,12.46
2/23/16,3591.89,12.87
2/22/16,3576.97,13.07
2/19/16,3585.68,13
2/18/16,3571.83,12.99
2/17/16,3536.39,13.19
2/16/16,3566.51,12.91
2/12/16,3588.32,12.65
2/11/16,3638.69,11.54
2/10/16,3616.58,11.56
2/9/16,3598.03,13.07
2/8/16,3594.78,13.07
2/5/16,3522.11,11.9
2/4/16,3510.76,12.12
2/3/16,3504.81,12.41
2/2/16,3520.94,12.33
2/1/16,3458.57,11.3
1/29/16,3473.05,11.58
1/28/16,3449.35,11.52
1/27/16,3448.5,11.68
1/26/16,3453.42,12.42
1/25/16,3441.59,13.29
1/22/16,3428.17,13.3
1/21/16,3441.84,13.21
1/20/16,3465.85,13.08
1/19/16,3436.37,13.24
1/15/16,3431.01,13.55
1/14/16,3386.6,15.89
1/13/16,3413.37,15.69
1/12/16,3391.1,16.02
1/11/16,3347.08,15.57
1/8/16,3365.62,15.47
1/7/16,3361.69,15.47
1/6/16,3353.29,15.46
1/5/16,3310.1,15
1/4/16,3322.99,14.98
12/31/15,3306.91,15.03
12/30/15,3289.97,14.96
12/29/15,3290.45,15
12/28/15,3347.64,14
12/24/15,3332.15,13.99
12/23/15,3313.52,13.92
12/22/15,3332.66,13.78
12/21/15,3356.26,13.6
12/18/15,3364.66,14.22
12/17/15,3349.35,14.22
12/16/15,3311.1,13.8
12/15/15,3317.75,13.98
12/14/15,3335.08,13.93
12/11/15,3379.2,13.41
12/10/15,3323.36,13.43
12/9/15,3329.58,13.44
12/8/15,3321.86,13.46
12/7/15,3335.87,13.52
12/4/15,3298.45,13.19
12/3/15,3262.49,12.7
12/2/15,3357.63,9.8
12/1/15,3350.25,10.03
11/30/15,3307.46,9.21
11/27/15,3300.69,9.19
11/25/15,3303.4,9.29
11/24/15,3296.68,9.89
11/23/15,3295.53,10.09
11/20/15,3286.83,10.1
11/19/15,3296.13,10.47
11/18/15,3275.02,10.25
11/17/15,3271.81,10.36
11/16/15,3257.95,10.74
11/13/15,3263.77,10.92
11/12/15,3250.27,10.93
11/10/15,3248.36,10.95
11/9/15,3239.94,10.96
11/6/15,3247.8,12.02
11/5/15,3290.57,11.68
11/4/15,3301.55,11.85
11/3/15,3298.33,11.85
11/2/15,3322.84,12.71
10/30/15,3334.81,13.73
10/29/15,3316.02,14.7
10/28/15,3371.75,13.9
10/27/15,3381.96,13.96
10/26/15,3371.9,15.32
10/23/15,3353.41,15.25
10/22/15,3377.21,15.2
10/21/15,3372.44,15.4
10/20/15,3341.17,15.22
10/19/15,3365.51,15.62
10/16/15,3375.65,15.84
10/15/15,3370.35,15.85
10/14/15,3387.77,15.86
10/13/15,3351.55,15.56
10/9/15,3331.12,15.53
10/8/15,3321.44,15.51
10/7/15,3354.57,15.27
10/6/15,3361.01,15.78
10/5/15,3345.83,17.22
10/2/15,3385.4,16.96
10/1/15,3367.62,16.88
9/30/15,3353.11,17.15
9/29/15,3366.32,17.27
9/28/15,3356.24,17.52
9/25/15,3305.21,17.01
9/24/15,3335,16.82
9/23/15,3312.18,16.76
9/22/15,3317.14,16.76
9/21/15,3260.64,16.63
9/18/15,3316.59,16.25
9/17/15,3256.01,15.76
9/16/15,3225.34,15.6
9/15/15,3240.16,15.74
9/14/15,3304.66,14.69
9/11/15,3302.38,15.11
9/10/15,3277.16,15
9/9/15,3300.69,14.93
9/8/15,3285.23,14.92
9/4/15,3329.37,14.37
9/3/15,3296.3,14.13
9/2/15,3285.46,14.1
9/1/15,3302.98,14.26
8/31/15,3302.25,14.4
8/28/15,3317.27,14.34
8/27/15,3320.83,14.39
8/26/15,3303.31,14.4
8/25/15,3346,13.74
8/24/15,3425.53,11.52
8/21/15,3409.08,11.51
8/20/15,3405.17,11.51
8/19/15,3368.86,12.84
8/18/15,3342.39,14.04
8/17/15,3376.44,13.67
8/14/15,3352.82,13.79
8/13/15,3346.82,14.94
8/12/15,3367.16,14.73
8/11/15,3373.18,15.56
8/10/15,3320.55,14.97
8/7/15,3361.52,15.95
8/6/15,3316.92,16.47
8/5/15,3295.94,16.44
8/4/15,3324.39,16.29
8/3/15,3341.12,16.4
7/31/15,3302.89,16.98
7/30/15,3287.8,17.41
7/29/15,3269.13,17.7
7/28/15,3282.08,17.68
7/27/15,3292.21,17.72
7/24/15,3276.94,17.69
7/23/15,3271.88,17.68
7/22/15,3240.97,18.2
7/21/15,3217.58,18.36
7/20/15,3202.8,18.46
7/17/15,3213.79,18.43
7/16/15,3195.9,18.78
7/15/15,3185.03,19.12
7/14/15,3153.17,19.35
7/13/15,3144.55,19.58
7/10/15,3142.29,20.14
7/9/15,3199.96,19.63
7/8/15,3259.68,18.87
7/7/15,3243.88,18.82
7/6/15,3212.75,19.47
7/2/15,3147.06,18.39
7/1/15,3144.28,18.79
6/30/15,3191.14,18.28
6/29/15,3193.24,18.31
6/26/15,3114.32,17.09
6/25/15,3162.42,17.74
6/24/15,3168.97,17.75
6/23/15,3140.59,17.67
6/22/15,3163.97,17.6
6/19/15,3215.56,18.14
6/18/15,3170.15,17.55
6/17/15,3203.75,17.81
6/16/15,3213.62,18.21
6/15/15,3193.54,18.14
6/12/15,3187.01,18.19
6/11/15,3184.24,18.46
6/10/15,3129.04,17.45
6/9/15,3157.79,17.56
6/8/15,3181.11,17.63
6/5/15,3175.77,17.61
6/4/15,3217.03,17.42
6/3/15,3177.8,16.92
6/2/15,3224.15,16.77
6/1/15,3261.74,16.53
5/29/15,3318.33,16.09
5/28/15,3296.63,16.17
5/27/15,3301.05,16.18
5/26/15,3294.04,16.13
5/22/15,3232.66,15.01
5/21/15,3245.92,15.03
5/20/15,3207.25,14.45
5/19/15,3212.59,14.75
5/18/15,3224,14.82
5/15/15,3275.16,14.47
5/14/15,3210.42,13.15
5/13/15,3203.69,13.44
5/12/15,3231.41,13.44
5/11/15,3221.46,14.05
5/8/15,3292.66,12.8
5/7/15,3286.89,12.78
5/6/15,3244.24,12.76
5/5/15,3287.79,13.06
5/4/15,3307.71,13.06
5/1/15,3329.96,13.31
4/30/15,3371.88,12.88
4/29/15,3377.77,13.05
4/28/15,3417.77,12.62
4/27/15,3450.59,13.02
4/24/15,3447.26,13.34
4/23/15,3435.94,13.33
4/22/15,3424.34,13.32
4/21/15,3464.92,12.79
4/20/15,3472.76,12.86
4/17/15,3510.21,12.8
4/16/15,3481.86,12.77
4/15/15,3481.57,14.55
4/14/15,3485.4,14.53
4/13/15,3465.7,14.48
4/10/15,3461.71,14.58
4/9/15,3454.39,15.24
4/8/15,3498.37,14.71
4/7/15,3492.4,14.84
4/6/15,3471.52,14.8
4/3/15,3518.01,14.41
4/2/15,3492.02,14.82
4/1/15,3521.79,14.53
3/31/15,3480.04,14.34
3/30/15,3471.72,14.49
3/27/15,3488.65,15.56
3/26/15,3444.07,15.32
3/25/15,3501.73,14.45
3/24/15,3523.48,14.3
3/23/15,3496.56,14.39
3/20/15,3498.19,14.39
3/19/15,3477.84,15.08
3/18/15,3480.22,15.16
3/17/15,3432.18,14.46
3/16/15,3398.64,15.03
3/13/15,3388.79,14.96
3/12/15,3395.75,15.45
3/11/15,3392.8,15.44
3/10/15,3371.14,16.31
3/9/15,3328.08,15.67
3/6/15,3303.59,15.39
3/5/15,3375.41,14.86
3/4/15,3371.79,14.89
3/3/15,3375.18,14.97
3/2/15,3390.99,15.13
2/27/15,3439.67,14.64
2/26/15,3434.2,14.82
2/25/15,3454.88,14.86
2/24/15,3439.24,14.8
2/23/15,3407.51,14.88
2/20/15,3359.42,14.34
2/19/15,3364.22,14.83
2/18/15,3384.36,14.79
2/17/15,3357.32,15.23
2/13/15,3420.26,14.94
2/12/15,3449.65,14.91
2/11/15,3453.59,14.89
2/10/15,3449.58,14.9
2/9/15,3479,14.67
2/6/15,3480.17,14.66
2/5/15,3537.15,13.55
2/4/15,3557.07,14.57
2/3/15,3562.99,14.53
2/2/15,3633.46,12.89
1/30/15,3634.01,13.5
1/29/15,3596.38,13.69
1/28/15,3613.03,13.6
1/27/15,3551.52,12.83
1/26/15,3553.29,13.12
1/23/15,3556.33,13.08
1/22/15,3512.06,12.78
1/21/15,3531.21,12.57
1/20/15,3555.46,12.42
1/16/15,3533.37,12.47
1/15/15,3549.72,12.26
1/14/15,3525.38,12.22
1/13/15,3504.83,12.79
1/12/15,3498.84,13
1/9/15,3462.2,12.81
1/8/15,3439.96,12.76
1/7/15,3486.84,11.92
1/6/15,3480.42,11.93
1/5/15,3431.68,11.44
1/2/15,3379.23,10.74
12/31/14,3347.5,10.64
12/30/14,3340.86,10.64
12/29/14,3330.66,10.71
12/26/14,3309.71,10.66
12/24/14,3300.27,10.65
12/23/14,3289.03,10.63
12/22/14,3345.4,9.33
12/19/14,3331.75,9.48
12/18/14,3310.4,9.56
12/17/14,3345.61,8.86
12/16/14,3373.61,8.28
12/15/14,3349.45,8.18
12/12/14,3342.43,8.36
12/11/14,3303.42,7.76
12/10/14,3298.1,7.76
12/9/14,3276.28,7.75
12/8/14,3261.1,7.69
12/5/14,3226.31,7.07
12/4/14,3231.39,7.44
12/3/14,3213.26,7.31
12/2/14,3206.18,7.38
12/1/14,3237.37,6.78
11/28/14,3254.29,6.79
11/26/14,3235.11,7.18
11/25/14,3221.39,8.25
11/24/14,3193.44,8.81
11/21/14,3190.71,8.91
11/20/14,3174.75,8.79
11/19/14,3167.38,8.76
11/18/14,3178.73,9.37
11/17/14,3170.77,9.35
11/14/14,3178.9,9.32
11/13/14,3164.2,9.46
11/12/14,3161.11,10.57
11/10/14,3156.11,10.69
11/7/14,3176.88,10.58
11/6/14,3152.21,10.38
11/5/14,3166.24,10.61
11/4/14,3171.83,10.74
11/3/14,3164.34,10.84
10/31/14,3166.66,10.82
10/30/14,3178.77,10.95
10/29/14,3172.4,10.96
10/28/14,3169.55,11
10/27/14,3182.39,10.91
10/24/14,3173.61,10.91
10/23/14,3175.02,12.1
10/22/14,3198.81,11.79
10/21/14,3207.31,11.94
10/20/14,3220.38,11.86
10/17/14,3214.54,11.86
10/16/14,3231.64,11.84
10/15/14,3263.25,11.66
10/14/14,3218.14,11.04
10/10/14,3175.33,11.35
10/9/14,3160.81,11.29
10/8/14,3160.89,11.44
10/7/14,3162.43,11.6
10/6/14,3125.02,11.09
10/3/14,3121.15,11.14
10/2/14,3112.74,11.21
10/1/14,3131.94,11.09
9/30/14,3081.9,10.01
9/29/14,3095.54,9.99
9/26/14,3075.81,10.19
9/25/14,3075.9,10.66
9/24/14,3044.66,10.47
9/23/14,3059.77,10.45
9/22/14,3040.59,10.4
9/19/14,3034.37,10.37
9/18/14,3005.92,9.94
9/17/14,3005.31,10.18
9/16/14,3010.03,10.18
9/15/14,3015.26,10.2
9/12/14,3008.14,10.18
9/11/14,3055.7,9.02
9/10/14,3048.71,9.01
9/9/14,3067.01,9.82
9/8/14,3071.93,9.99
9/5/14,3065.17,10.01
9/4/14,3080.41,10.2
9/3/14,3103.91,10.14
9/2/14,3095.61,10.13
8/29/14,3140.23,9.02
8/28/14,3146.39,9.03
8/27/14,3126.72,8.92
8/26/14,3105.11,9.13
8/25/14,3112.85,9.07
8/22/14,3101.6,9.04
8/21/14,3085.53,9.09
8/20/14,3071.77,9.05
8/19/14,3072.47,9.06
8/18/14,3084.36,8.96
8/15/14,3113.68,8.67
8/14/14,3082.48,8.46
